                    7.9                    0.15    0.000578192730910304         1.1376585828415        13174.7254857188       0.135218563999273       -4496.39039609308        96828.6101725619       -3255.25219744169        296.452855676332        297.539035695807        30.1733704243818                       0                       0                       0                       0                       0                       0                       0        46.6805218154996    -0.00017772680496517   9.38754465366851E-005   1.83100000867853E-005    0.000797803550243037      0.0594686223693948        13178.2506729351    -0.00375466983532969                       0                       0        29046.0844703631        19684.2021780087                       1                       1                       1 
                    7.9                    0.15    0.000579193064354785        1.13765858417606        13161.5425856688       0.135244389262065       -4496.39039563756        96828.6101725619       -3254.76155281164        296.452855334686        297.539464718747        30.1694812882999                       0                       0                       0                       0                       0                       0                       0        46.6894372589595   -0.000177767135341863    9.4157453846485E-005   1.83100000867853E-005    0.000798889077299655      0.0594165921169588        13165.0639810614    -0.00376218979244546                       0                       0        29078.7367916294        19715.8581370147                       1                       1                       1 
                    7.9                    0.15    0.000580193397799267        1.13765858551062        13148.3596856188       0.135270214524857       -4496.39039518203        96828.6101725619        -3254.2709081816        296.452854993039        297.539893741687         30.165592152218                       0                       0                       0                       0                       0                       0                       0        46.6983527024194   -0.000177807465718556   9.44394611562849E-005   1.83100000867853E-005    0.000799974604356274      0.0593645618645228        13151.8772891878    -0.00376970974956124                       0                       0        29111.3891128957        19747.5140960206                       1                       1                       1 
                    7.9                    0.15    0.000581193731243748        1.13765858684517        13135.1767855688       0.135296039787649        -4496.3903947265        96828.6101725619       -3253.78026355155        296.452854651392        297.540322764626        30.1617030161361                       0                       0                       0                       0                       0                       0                       0        46.7072681458792   -0.000177847796095249   9.47214684660848E-005   1.83100000867853E-005    0.000801060131412892      0.0593125316120867         13138.690597314    -0.00377722970667702                       0                       0        29144.0414341619        19779.1700550265                       1                       1                       1 
                    7.9                    0.15     0.00058219406468823        1.13765858817973        13121.9938855188       0.135321865050441       -4496.39039427097        96828.6101725619        -3253.2896189215        296.452854309745        297.540751787566        30.1578138800542                       0                       0                       0                       0                       0                       0                       0        46.7161835893391   -0.000177888126471942   9.50034757758847E-005   1.83100000867853E-005    0.000802145658469511      0.0592605013596507        13125.5039054404     -0.0037847496637928                       0                       0        29176.6937554282        19810.8260140324                       1                       1                       1 
                    7.9                    0.15    0.000583194398132711        1.13765858951429        13108.8109854688       0.135347690313233       -4496.39039381544        96828.6101725619       -3252.79897429145        296.452853968099        297.541180810506        30.1539247439722                       0                       0                       0                       0                       0                       0                       0        46.7250990327989   -0.000177928456848635   9.52854830856846E-005   1.83100000867853E-005    0.000803231185526129      0.0592084711072146        13112.3172135667    -0.00379226962090857                       0                       0        29209.3460766945        19842.4819730384                       1                       1                       1 
                    7.9                    0.15    0.000584194731577193        1.13765859084885        13095.6280854188       0.135373515576025       -4496.39039335991        96828.6101725619        -3252.3083296614        296.452853626452        297.541609833446        30.1500356078903                       0                       0                       0                       0                       0                       0                       0        46.7340144762588   -0.000177968787225328   9.55674903954844E-005   1.83100000867853E-005    0.000804316712582748      0.0591564408547786         13099.130521693    -0.00379978957802435                       0                       0        29241.9983979608        19874.1379320443                       1                       1                       1 
                    7.9                    0.15    0.000585195065021674        1.13765859218341        13082.4451853687       0.135399340838817       -4496.39039290438        96828.6101725619       -3251.81768503135        296.452853284805        297.542038856385        30.1461464718084                       0                       0                       0                       0                       0                       0                       0        46.7429299197187   -0.000178009117602021   9.58494977052844E-005   1.83100000867853E-005    0.000805402239639367      0.0591044106023425        13085.9438298193    -0.00380730953514013                       0                       0        29274.6507192271        19905.7938910502                       1                       1                       1 
                    7.9                    0.15    0.000586195398466155        1.13765859351796        13069.2622853187       0.135425166101609       -4496.39039244885        96828.6101725619        -3251.3270404013        296.452852943158        297.542467879325        30.1422573357265                       0                       0                       0                       0                       0                       0                       0        46.7518453631785   -0.000178049447978714   9.61315050150843E-005   1.83100000867853E-005    0.000806487766695985      0.0590523803499065        13072.7571379456    -0.00381482949225591                       0                       0        29307.3030404933        19937.4498500562                       1                       1                       1 
                    7.9                    0.15    0.000587195731910637        1.13765859485252        13056.0793852687       0.135450991364401       -4496.39039199332        96828.6101725619       -3250.83639577125        296.452852601511        297.542896902265        30.1383681996446                       0                       0                       0                       0                       0                       0                       0        46.7607608066384   -0.000178089778355407   9.64135123248842E-005   1.83100000867853E-005    0.000807573293752604      0.0590003500974705        13059.5704460719    -0.00382234944937168                       0                       0        29339.9553617596        19969.1058090621                       1                       1                       1 
                    7.9                    0.15    0.000588196065355118        1.13765859618708        13042.8964852187       0.135476816627193        -4496.3903915378        96828.6101725619        -3250.3457511412        296.452852259865        297.543325925205        30.1344790635627                       0                       0                       0                       0                       0                       0                       0        46.7696762500983     -0.0001781301087321   9.66955196346841E-005   1.83100000867853E-005    0.000808658820809223      0.0589483198450344        13046.3837541982    -0.00382986940648746                       0                       0        29372.6076830259         20000.761768068                       1                       1                       1 
                    7.9                    0.15      0.0005891963987996        1.13765859752164        13029.7135851687       0.135502641889985       -4496.39039108226        96828.6101725619       -3249.85510651116        296.452851918218        297.543754948144        30.1305899274808                       0                       0                       0                       0                       0                       0                       0        46.7785916935581   -0.000178170439108793   9.69775269444839E-005   1.83100000867853E-005    0.000809744347865841      0.0588962895925984        13033.1970623245    -0.00383738936360324                       0                       0        29405.2600042922        20032.4177270739                       1                       1                       1 
                    7.9                    0.15    0.000590196732244082        1.13765859885619        13016.5306851187       0.135528467152777       -4496.39039062674        96828.6101725619       -3249.36446188111        296.452851576571        297.544183971084        30.1267007913989                       0                       0                       0                       0                       0                       0                       0         46.787507137018   -0.000178210769485486   9.72595342542838E-005   1.83100000867853E-005     0.00081082987492246      0.0588442593401624        13020.0103704508    -0.00384490932071902                       0                       0        29437.9123255585        20064.0736860799                       1                       1                       1 
                    7.9                    0.15    0.000591197065688563        1.13765860019075        13003.3477850687       0.135554292415569       -4496.39039017121        96828.6101725619       -3248.87381725106        296.452851234924        297.544612994024         30.122811655317                       0                       0                       0                       0                       0                       0                       0        46.7964225804779   -0.000178251099862179   9.75415415640837E-005   1.83100000867853E-005    0.000811915401979078      0.0587922290877263        13006.8236785771    -0.00385242927783479                       0                       0        29470.5646468247        20095.7296450858                       1                       1                       1 
                    7.9                    0.15    0.000592197399133044        1.13765860152531        12990.1648850187       0.135580117678361       -4496.39038971568        96828.6101725619       -3248.38317262101        296.452850893278        297.545042016964        30.1189225192351                       0                       0                       0                       0                       0                       0                       0        46.8053380239377   -0.000178291430238872   9.78235488738836E-005   1.83100000867853E-005    0.000813000929035697      0.0587401988352903        12993.6369867034    -0.00385994923495057                       0                       0         29503.216968091        20127.3856040917                       1                       1                       1 
                    7.9                    0.15    0.000593197732577526        1.13765860285987        12976.9819849687       0.135605942941153       -4496.39038926015        96828.6101725619       -3247.89252799096        296.452850551631        297.545471039904        30.1150333831532                       0                       0                       0                       0                       0                       0                       0        46.8142534673976   -0.000178331760615565   9.81055561836836E-005   1.83100000867853E-005    0.000814086456092315      0.0586881685828542        12980.4502948297    -0.00386746919206635                       0                       0        29535.8692893573        20159.0415630976                       1                       1                       1 
                    7.9                    0.15    0.000594198066022008        1.13765860419442        12963.7990849187       0.135631768203945       -4496.39038880462        96828.6101725619       -3247.40188336091        296.452850209984        297.545900062843        30.1111442470713                       0                       0                       0                       0                       0                       0                       0        46.8231689108575   -0.000178372090992258   9.83875634934834E-005   1.83100000867853E-005    0.000815171983148934      0.0586361383304182         12967.263602956    -0.00387498914918213                       0                       0        29568.5216106236        20190.6975221036                       1                       1                       1 
                    7.9                    0.15    0.000595198399466489        1.13765860552898        12950.6161848687       0.135657593466737       -4496.39038834909        96828.6101725619       -3246.91123873086        296.452849868337        297.546329085783        30.1072551109894                       0                       0                       0                       0                       0                       0                       0        46.8320843543173   -0.000178412421368951   9.86695708032833E-005   1.83100000867853E-005    0.000816257510205552      0.0585841080779821        12954.0769110823     -0.0038825091062979                       0                       0        29601.1739318899        20222.3534811095                       1                       1                       1 
                    7.9                    0.15     0.00059619873291097        1.13765860686354        12937.4332848187       0.135683418729529       -4496.39038789356        96828.6101725619       -3246.42059410081         296.45284952669        297.546758108723        30.1033659749075                       0                       0                       0                       0                       0                       0                       0        46.8409997977772   -0.000178452751745644   9.89515781130832E-005   1.83100000867853E-005    0.000817343037262171      0.0585320778255461        12940.8902192086    -0.00389002906341368                       0                       0        29633.8262531561        20254.0094401154                       1                       1                       1 
                    7.9                    0.15    0.000597199066355452         1.1376586081981        12924.2503847687       0.135709243992321       -4496.39038743803        96828.6101725619       -3245.92994947077        296.452849185044        297.547187131663        30.0994768388256                       0                       0                       0                       0                       0                       0                       0        46.8499152412371   -0.000178493082122337   9.92335854228831E-005   1.83100000867853E-005    0.000818428564318789      0.0584800475731101        12927.7035273349    -0.00389754902052946                       0                       0        29666.4785744224        20285.6653991213                       1                       1                       1 
                    7.9                    0.15    0.000598199399799934        1.13765860953266        12911.0674847187       0.135735069255113        -4496.3903869825        96828.6101725619       -3245.43930484072        296.452848843397        297.547616154602        30.0955877027437                       0                       0                       0                       0                       0                       0                       0        46.8588306846969    -0.00017853341249903    9.9515592732683E-005   1.83100000867853E-005    0.000819514091375408       0.058428017320674        12914.5168354612    -0.00390506897764524                       0                       0        29699.1308956887        20317.3213581273                       1                       1                       1 
                    7.9                    0.15    0.000599199733244415        1.13765861086721        12897.8845846687       0.135760894517905       -4496.39038652697        96828.6101725619       -3244.94866021067         296.45284850175        297.548045177542        30.0916985666618                       0                       0                       0                       0                       0                       0                       0        46.8677461281568   -0.000178573742875723   9.97976000424829E-005   1.83100000867853E-005    0.000820599618432027       0.058375987068238        12901.3301435875    -0.00391258893476101                       0                       0         29731.783216955        20348.9773171332                       1                       1                       1 
                    7.9                    0.15    0.000600200066688896        1.13765861220177        12884.7016846187       0.135786719780697       -4496.39038607145        96828.6101725619       -3244.45801558062        296.452848160103        297.548474200482        30.0878094305798                       0                       0                       0                       0                       0                       0                       0        46.8766615716167   -0.000178614073252416    0.000100079607352283   1.83100000867853E-005    0.000821685145488645      0.0583239568158019        12888.1434517138    -0.00392010889187679                       0                       0        29764.4355382213        20380.6332761391                       1                       1                       1 
                    7.9                    0.15    0.000601200400133378        1.13765861353633        12871.5187845687       0.135812545043489       -4496.39038561592        96828.6101725619       -3243.96737095057        296.452847818457        297.548903223422        30.0839202944979                       0                       0                       0                       0                       0                       0                       0        46.8855770150765   -0.000178654403629109    0.000100361614662083   1.83100000867853E-005    0.000822770672545264      0.0582719265633659        12874.9567598401    -0.00392762884899257                       0                       0        29797.0878594875         20412.289235145                       1                       1                       1 
                    7.9                    0.15    0.000602200733577859        1.13765861487089        12858.3358845187       0.135838370306281       -4496.39038516039        96828.6101725619       -3243.47672632052         296.45284747681        297.549332246361         30.080031158416                       0                       0                       0                       0                       0                       0                       0        46.8944924585364   -0.000178694734005802    0.000100643621971883   1.83100000867853E-005    0.000823856199601882      0.0582198963109299        12861.7700679664    -0.00393514880610835                       0                       0        29829.7401807538         20443.945194151                       1                       1                       1 
                    7.9                    0.15    0.000603201067022341        1.13765861620544        12845.1529844686       0.135864195569073       -4496.39038470486        96828.6101725619       -3242.98608169047        296.452847135163        297.549761269301        30.0761420223341                       0                       0                       0                       0                       0                       0                       0        46.9034079019962   -0.000178735064382495    0.000100925629281682   1.83100000867853E-005    0.000824941726658501      0.0581678660584938        12848.5833760927    -0.00394266876322412                       0                       0        29862.3925020201        20475.6011531569                       1                       1                       1 
                    7.9                    0.15    0.000604201400466822           1.13765861754        12831.9700844186       0.135890020831865       -4496.39038424933        96828.6101725619       -3242.49543706042        296.452846793516        297.550190292241        30.0722528862522                       0                       0                       0                       0                       0                       0                       0        46.9123233454561   -0.000178775394759188    0.000101207636591482   1.83100000867853E-005     0.00082602725371512      0.0581158358060578         12835.396684219     -0.0039501887203399                       0                       0        29895.0448232864        20507.2571121628                       1                       1                       1 
                    7.9                    0.15    0.000605201733911304        1.13765861887456        12818.7871843686       0.135915846094657        -4496.3903837938        96828.6101725619       -3242.00479243038         296.45284645187        297.550619315181        30.0683637501703                       0                       0                       0                       0                       0                       0                       0         46.921238788916   -0.000178815725135881    0.000101489643901282   1.83100000867853E-005    0.000827112780771738      0.0580638055536217        12822.2099923453    -0.00395770867745568                       0                       0        29927.6971445527        20538.9130711687                       1                       1                       1 
                    7.9                    0.15    0.000606202067355785        1.13765862020912        12805.6042843186        0.13594167135745       -4496.39038333827        96828.6101725619       -3241.51414780033        296.452846110223        297.551048338121        30.0644746140884                       0                       0                       0                       0                       0                       0                       0        46.9301542323759   -0.000178856055512574    0.000101771651211082   1.83100000867853E-005    0.000828198307828357      0.0580117753011857        12809.0233004716    -0.00396522863457146                       0                       0        29960.3494658189        20570.5690301747                       1                       1                       1 
                    7.9                    0.15    0.000607202400800267        1.13765862154367        12792.4213842686       0.135967496620241       -4496.39038288274        96828.6101725619       -3241.02350317028        296.452845768576         297.55147736106        30.0605854780065                       0                       0                       0                       0                       0                       0                       0        46.9390696758357   -0.000178896385889267    0.000102053658520882   1.83100000867853E-005    0.000829283834884975      0.0579597450487497        12795.8366085979    -0.00397274859168723                       0                       0        29993.0017870852        20602.2249891806                       1                       1                       1 
                    7.9                    0.15    0.000608202734244748        1.13765862287823        12779.2384842186       0.135993321883033       -4496.39038242721        96828.6101725619       -3240.53285854023        296.452845426929           297.551906384        30.0566963419246                       0                       0                       0                       0                       0                       0                       0        46.9479851192956    -0.00017893671626596    0.000102335665830682   1.83100000867853E-005    0.000830369361941594      0.0579077147963136        12782.6499167242    -0.00398026854880301                       0                       0        30025.6541083515        20633.8809481865                       1                       1                       1 
                    7.9                    0.15     0.00060920306768923        1.13765862421279        12766.0555841686       0.136019147145826       -4496.39038197169        96828.6101725619       -3240.04221391018        296.452845085282         297.55233540694        30.0528072058427                       0                       0                       0                       0                       0                       0                       0        46.9569005627555   -0.000178977046642653    0.000102617673140482   1.83100000867853E-005    0.000831454888998212      0.0578556845438776        12769.4632248505    -0.00398778850591879                       0                       0        30058.3064296178        20665.5369071924                       1                       1                       1 
                    7.9                    0.15    0.000610203401133711        1.13765862554735        12752.8726841186       0.136044972408617       -4496.39038151616        96828.6101725619       -3239.55156928013        296.452844743636         297.55276442988        30.0489180697608                       0                       0                       0                       0                       0                       0                       0        46.9658160062153   -0.000179017377019346    0.000102899680450282   1.83100000867853E-005    0.000832540416054831      0.0578036542914415        12756.2765329768    -0.00399530846303457                       0                       0         30090.958750884        20697.1928661984                       1                       1                       1 
                    7.9                    0.15    0.000611203734578193        1.13765862688191        12739.6897840686       0.136070797671409       -4496.39038106063        96828.6101725619       -3239.06092465008        296.452844401989        297.553193452819        30.0450289336789                       0                       0                       0                       0                       0                       0                       0        46.9747314496752   -0.000179057707396039    0.000103181687760082   1.83100000867853E-005    0.000833625943111449      0.0577516240390055        12743.0898411031    -0.00400282842015034                       0                       0        30123.6110721503        20728.8488252043                       1                       1                       1 
                    7.9                    0.15    0.000612204068022674        1.13765862821646        12726.5068840186       0.136096622934202        -4496.3903806051        96828.6101725619       -3238.57028002004        296.452844060342        297.553622475759         30.041139797597                       0                       0                       0                       0                       0                       0                       0        46.9836468931351   -0.000179098037772732    0.000103463695069882   1.83100000867853E-005    0.000834711470168068      0.0576995937865695        12729.9031492294    -0.00401034837726612                       0                       0        30156.2633934166        20760.5047842102                       1                       1                       1 
                    7.9                    0.15    0.000613204401467156        1.13765862955102        12713.3239839686       0.136122448196994       -4496.39038014957        96828.6101725619       -3238.07963538999        296.452843718695        297.554051498699        30.0372506615151                       0                       0                       0                       0                       0                       0                       0        46.9925623365949   -0.000179138368149425    0.000103745702379681   1.83100000867853E-005    0.000835796997224687      0.0576475635341334        12716.7164573557     -0.0040178683343819                       0                       0        30188.9157146829        20792.1607432161                       1                       1                       1 
                    7.9                    0.15    0.000614204734911637        1.13765863088558        12700.1410839186       0.136148273459786       -4496.39037969404        96828.6101725619       -3237.58899075994        296.452843377049        297.554480521639        30.0333615254332                       0                       0                       0                       0                       0                       0                       0        47.0014777800548   -0.000179178698526118    0.000104027709689481   1.83100000867853E-005    0.000836882524281305      0.0575955332816974        12703.5297654821    -0.00402538829149768                       0                       0        30221.5680359492        20823.8167022221                       1                       1                       1 
                    7.9                    0.15    0.000615205068356119        1.13765863222014        12686.9581838686       0.136174098722577       -4496.39037923851        96828.6101725619       -3237.09834612989        296.452843035402        297.554909544578        30.0294723893513                       0                       0                       0                       0                       0                       0                       0        47.0103932235146   -0.000179219028902811    0.000104309716999281   1.83100000867853E-005    0.000837968051337924      0.0575435030292613        12690.3430736084    -0.00403290824861345                       0                       0        30254.2203572155         20855.472661228                       1                       1                       1 
                    7.9                    0.15      0.0006162054018006        1.13765863355469        12673.7752838186        0.13619992398537       -4496.39037878298        96828.6101725619       -3236.60770149984        296.452842693755        297.555338567518        30.0255832532693                       0                       0                       0                       0                       0                       0                       0        47.0193086669745   -0.000179259359279504    0.000104591724309081   1.83100000867853E-005    0.000839053578394543      0.0574914727768253        12677.1563817347    -0.00404042820572923                       0                       0        30286.8726784817        20887.1286202339                       1                       1                       1 
                    7.9                    0.15    0.000617205735245082        1.13765863488925        12660.5923837686       0.136225749248162       -4496.39037832745        96828.6101725619       -3236.11705686979        296.452842352108        297.555767590458        30.0216941171874                       0                       0                       0                       0                       0                       0                       0        47.0282241104344   -0.000179299689656197    0.000104873731618881   1.83100000867853E-005    0.000840139105451161      0.0574394425243893         12663.969689861    -0.00404794816284501                       0                       0         30319.524999748        20918.7845792398                       1                       1                       1 
                    7.9                    0.15    0.000618206068689563        1.13765863622381        12647.4094837186       0.136251574510953       -4496.39037787192        96828.6101725619       -3235.62641223974        296.452842010461        297.556196613398        30.0178049811055                       0                       0                       0                       0                       0                       0                       0        47.0371395538942    -0.00017934002003289    0.000105155738928681   1.83100000867853E-005    0.000841224632507779      0.0573874122719532        12650.7829979873    -0.00405546811996079                       0                       0        30352.1773210143        20950.4405382458                       1                       1                       1 
                    7.9                    0.15    0.000619206402134045        1.13765863755837        12634.2265836686       0.136277399773746       -4496.39037741639        96828.6101725619       -3235.13576760969        296.452841668815        297.556625636338        30.0139158450236                       0                       0                       0                       0                       0                       0                       0        47.0460549973541   -0.000179380350409583    0.000105437746238481   1.83100000867853E-005    0.000842310159564398      0.0573353820195172        12637.5963061136    -0.00406298807707656                       0                       0        30384.8296422806        20982.0964972517                       1                       1                       1 
                    7.9                    0.15    0.000620206735578526        1.13765863889293        12621.0436836186       0.136303225036538       -4496.39037696087        96828.6101725619       -3234.64512297964        296.452841327168        297.557054659277        30.0100267089417                       0                       0                       0                       0                       0                       0                       0         47.054970440814   -0.000179420680786276    0.000105719753548281   1.83100000867853E-005    0.000843395686621017      0.0572833517670811        12624.4096142399    -0.00407050803419234                       0                       0        30417.4819635468        21013.7524562576                       1                       1                       1 
                    7.9                    0.15    0.000621207069023008        1.13765864022748        12607.8607835686        0.13632905029933       -4496.39037650534        96828.6101725619        -3234.1544783496        296.452840985521        297.557483682217        30.0061375728598                       0                       0                       0                       0                       0                       0                       0        47.0638858842738   -0.000179461011162969    0.000106001760858081   1.83100000867853E-005    0.000844481213677635      0.0572313215146451        12611.2229223662    -0.00407802799130812                       0                       0        30450.1342848131        21045.4084152635                       1                       1                       1 
                    7.9                    0.15    0.000622207402467489        1.13765864156204        12594.6778835185       0.136354875562122       -4496.39037604981        96828.6101725619       -3233.66383371955        296.452840643874        297.557912705157        30.0022484367779                       0                       0                       0                       0                       0                       0                       0        47.0728013277337   -0.000179501341539662    0.000106283768167881   1.83100000867853E-005    0.000845566740734254      0.0571792912622091        12598.0362304925     -0.0040855479484239                       0                       0        30482.7866060794        21077.0643742695                       1                       1                       1 
                    7.9                    0.15    0.000623207735911971         1.1376586428966        12581.4949834685       0.136380700824913       -4496.39037559428        96828.6101725619        -3233.1731890895        296.452840302228        297.558341728097         29.998359300696                       0                       0                       0                       0                       0                       0                       0        47.0817167711936   -0.000179541671916355     0.00010656577547768   1.83100000867853E-005    0.000846652267790872       0.057127261009773        12584.8495386188    -0.00409306790553967                       0                       0        30515.4389273457        21108.7203332754                       1                       1                       1 
                    7.9                    0.15    0.000624208069356452        1.13765864423116        12568.3120834185       0.136406526087706       -4496.39037513875        96828.6101725619       -3232.68254445945        296.452839960581        297.558770751036        29.9944701646141                       0                       0                       0                       0                       0                       0                       0        47.0906322146534   -0.000179582002293048     0.00010684778278748   1.83100000867853E-005    0.000847737794847491       0.057075230757337        12571.6628467451    -0.00410058786265545                       0                       0         30548.091248612        21140.3762922813                       1                       1                       1 
                    7.9                    0.15    0.000625208402800934        1.13765864556571        12555.1291833685       0.136432351350498       -4496.39037468322        96828.6101725619        -3232.1918998294        296.452839618934        297.559199773976        29.9905810285322                       0                       0                       0                       0                       0                       0                       0        47.0995476581133   -0.000179622332669741     0.00010712979009728   1.83100000867853E-005     0.00084882332190411      0.0570232005049009        12558.4761548714    -0.00410810781977123                       0                       0        30580.7435698783        21172.0322512873                       1                       1                       1 
                    7.9                    0.15    0.000626208736245415        1.13765864690027        12541.9462833185        0.13645817661329       -4496.39037422769        96828.6101725619       -3231.70125519935        296.452839277287        297.559628796916        29.9866918924503                       0                       0                       0                       0                       0                       0                       0        47.1084631015732   -0.000179662663046434     0.00010741179740708   1.83100000867853E-005    0.000849908848960728      0.0569711702524649        12545.2894629977    -0.00411562777688701                       0                       0        30613.3958911445        21203.6882102932                       1                       1                       1 
                    7.9                    0.15    0.000627209069689897        1.13765864823483        12528.7633832685       0.136484001876082       -4496.39037377216        96828.6101725619        -3231.2106105693         296.45283893564        297.560057819856        29.9828027563684                       0                       0                       0                       0                       0                       0                       0         47.117378545033   -0.000179702993423127     0.00010769380471688   1.83100000867853E-005    0.000850994376017347      0.0569191400000289         12532.102771124    -0.00412314773400278                       0                       0        30646.0482124108        21235.3441692991                       1                       1                       1 
                    7.9                    0.15    0.000628209403134378        1.13765864956939        12515.5810155423       0.136509826239027       -4496.39037292348        96828.6101725619       -3230.72000112609        296.452838593994        297.560486818224        29.9789139857922                       0                       0                       0                       0                       0                       0                       0        47.1262936813452   -0.000179754683285782    0.000108042584977139   1.83100000867853E-005    0.000852079880765267      0.0568695382867149        12518.9166037111    -0.00412900531986167                       0                       0        30678.7005336771         21267.000128305                       1                       1                       1 
                    7.9                    0.15     0.00062920973657886        1.13765865090394        12502.3987322786       0.136535650459196       -4496.39037201243        96828.6101725619       -3230.22939726589        296.452838252347        297.560915812693        29.9750252732099                       0                       0                       0                       0                       0                       0                       0         47.135208768923   -0.000179808175531649     0.00010840195994611   1.83100000867853E-005    0.000853165381973518      0.0568203219040538        12505.7305195131    -0.00413459914114049                       0                       0        30711.3528549434         21298.656087311                       1                       1                       1 
                    7.9                    0.15    0.000630210070023341         1.1376586522385        12489.2164490149       0.136561474679364       -4496.39037110137        96828.6101725619       -3229.73879340569          296.4528379107        297.561344807162        29.9711365606277                       0                       0                       0                       0                       0                       0                       0        47.1441238565008   -0.000179861667777515    0.000108761334915081   1.83100000867853E-005     0.00085425088318177      0.0567711055213927        12492.5444353151    -0.00414019296241932                       0                       0        30744.0051762096        21330.3120463169                       1                       1                       1 
                    7.9                    0.15    0.000631210403467823        1.13765865357306        12476.0341657512       0.136587298899533       -4496.39037019031        96828.6101725619       -3229.24818954549        296.452837569053        297.561773801631        29.9672478480454                       0                       0                       0                       0                       0                       0                       0        47.1530389440786   -0.000179915160023382    0.000109120709884052   1.83100000867853E-005    0.000855336384390021      0.0567218891387316        12479.3583511172    -0.00414578678369814                       0                       0        30776.6574974759        21361.9680053228                       1                       1                       1 
                    7.9                    0.15    0.000632210736912304        1.13765865490762        12462.8518824875       0.136613123119702       -4496.39036927925        96828.6101725619       -3228.75758568529        296.452837227406          297.5622027961        29.9633591354632                       0                       0                       0                       0                       0                       0                       0        47.1619540316565   -0.000179968652269248    0.000109480084853022   1.83100000867853E-005    0.000856421885598272      0.0566726727560705        12466.1722669192    -0.00415138060497696                       0                       0        30809.3098187422        21393.6239643287                       1                       1                       1 
                    7.9                    0.15    0.000633211070356786        1.13765865624218        12449.6695992238       0.136638947339871       -4496.39036836819        96828.6101725619       -3228.26698182509         296.45283688576         297.56263179057        29.9594704228809                       0                       0                       0                       0                       0                       0                       0        47.1708691192343   -0.000180022144515114    0.000109839459821993   1.83100000867853E-005    0.000857507386806523      0.0566234563734094        12452.9861827212    -0.00415697442625579                       0                       0        30841.9621400085        21425.2799233347                       1                       1                       1 
