VARIABLES = "X"
 "Y"
 "Z"
 "Density"
 "Shear Strain Rate"
 "Mach Number"
 "Pressure"
 "Absolute Pressure"
 "Total Pressure"
 "Temperature"
 "Total Temperature"
 "Turbulent Kinetic Energy"
 "Bulk Energy Flow Rate"
 "X Bulk Momentum Flow Rate"
 "Y Bulk Momentum Flow Rate"
 "Z Bulk Momentum Flow Rate"
 "X Wall Shear"
 "Y Wall Shear"
 "Z Wall Shear"
 "U"
 "V"
 "W"
 "Dynamic Viscosity"
 "Eddy Viscosity"
 "X Vorticity"
 "Y Vorticity"
 "Z Vorticity"
 "Y Plus"
 "Solver Y Plus"
 "Node UserID"
 "Element UserID"
 "Material ID"
 "Part ID"
 "Property ID"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
                    7.9                    0.15       0.103202134756504        1.13779134791268        41.7868693397803       0.255804721733511       -4496.37052426292        96828.6306072438       -60.3015620137591        296.418331372306        300.300072940668       0.632418229318349                       0                       0                       0                       0                       0                       0                       0        88.3044377361747   -0.000163083525958079      0.0694434449392315   1.83100000867853E-005     0.00359120596938403      0.0169429152754868        41.8922436553007    -0.00264903406272505                       0                       0        712386.931966424        682173.391813332                       1                       1                       1 
                    7.9                    0.15       0.103435623749166        1.13779163045024        40.7041037852421        0.25582193126468       -4496.37053959105        96828.6304846187       -59.7043244049993        296.418257605679        300.300521767486       0.617146497206354                       0                       0                       0                       0                       0                       0                       0        88.3103673276183   -0.000172810407910221      0.0694361795373361   1.83100000867853E-005     0.00352885470052936      0.0163191807215731        40.8073600046186    -0.00257741049438034                       0                       0        712936.292159886        682705.988672891                       1                       1                       1 
                    7.9                    0.15       0.103669112741828        1.13779191184634        39.6174459685471       0.255839338838345       -4496.37055491918        96828.6302871873       -59.1002186322482        296.418183839051        300.300976146343       0.601705874938744                       0                       0                       0                       0                       0                       0                       0        88.3163652968008   -0.000182601864505653      0.0694297454716107   1.83100000867853E-005     0.00346585123933554      0.0157048678690882        39.7186001634705    -0.00250271046375858                       0                       0        713485.652353348        683238.585532449                       1                       1                       1 
                    7.9                    0.15        0.10390260173449        1.13779219251279        38.5283000946997       0.255856873007041       -4496.37057024731        96828.6300419372       -58.4917225117111        296.418110072424        300.301434074239       0.586157292738649                       0                       0                       0                       0                       0                       0                       0         88.322406975198   -0.000192434599256727      0.0694238428222752   1.83100000867853E-005     0.00340243087615802      0.0150965776663335        38.6273625387034    -0.00242604386108582                       0                       0        714035.012546809        683771.182392008                       1                       1                       1 
                    7.9                    0.15       0.104136090727151        1.13779247317924        37.4391542208523       0.255874407175737       -4496.37058557544        96828.6297966871        -57.883226391174        296.418036305796        300.301892002134       0.570608710538554                       0                       0                       0                       0                       0                       0                       0        88.3284486535951     -0.0002022673340078      0.0694179401729397   1.83100000867853E-005      0.0033390105129805      0.0144882874635788        37.5361249139363    -0.00234937725841305                       0                       0        714584.372740271        684303.779251566                       1                       1                       1 
                    7.9                    0.15       0.104369579719813        1.13779275384569        36.3500083470048       0.255891941344433       -4496.37060090357         96828.629551437       -57.2747302706369        296.417962539169         300.30234993003       0.555060128338459                       0                       0                       0                       0                       0                       0                       0        88.3344903319923   -0.000212100068758874      0.0694120375236041   1.83100000867853E-005     0.00327559014980298      0.0138799972608241        36.4448872891691    -0.00227271065574029                       0                       0        715133.732933733        684836.376111125                       1                       1                       1 
                    7.9                    0.15       0.104603068712475        1.13779303451214        35.2608624731573       0.255909475513129        -4496.3706162317         96828.629306187       -56.6662341500998        296.417888772541        300.302807857926       0.539511546138362                       0                       0                       0                       0                       0                       0                       0        88.3405320103895   -0.000221932803509948      0.0694061348742686   1.83100000867853E-005     0.00321216978662545      0.0132717070580694        35.3536496644018    -0.00219604405306751                       0                       0        715683.093127195        685368.972970684                       1                       1                       1 
                    7.9                    0.15       0.104836557705137        1.13779331517859          34.17171659931       0.255927009681825       -4496.37063155983        96828.6290609369       -56.0577380295627        296.417815005914        300.303265785821       0.523962963938268                       0                       0                       0                       0                       0                       0                       0        88.3465736887866   -0.000231765538261021      0.0694002322249331   1.83100000867853E-005     0.00314874942344793      0.0126634168553147        34.2624120396347    -0.00211937745039475                       0                       0        716232.453320657        685901.569830242                       1                       1                       1 
                    7.9                    0.15       0.105070046697799        1.13779359584504        33.0825707254625       0.255944543850522       -4496.37064688796        96828.6288156868       -55.4492419090256        296.417741239286        300.303723713717       0.508414381738172                       0                       0                       0                       0                       0                       0                       0        88.3526153671838   -0.000241598273012095      0.0693943295755976   1.83100000867853E-005     0.00308532906027041        0.01205512665256        33.1711744148675    -0.00204271084772198                       0                       0        716781.813514119        686434.166689801                       1                       1                       1 
                    7.9                    0.15        0.10530353569046        1.13779387651149        31.9934248516151       0.255962078019218       -4496.37066221609        96828.6285704367       -54.8407457884885        296.417667472659        300.304181641613       0.492865799538077                       0                       0                       0                       0                       0                       0                       0        88.3586570455809   -0.000251431007763169      0.0693884269262621   1.83100000867853E-005     0.00302190869709289      0.0114468364498053        32.0799367901004    -0.00196604424504922                       0                       0        717331.173707581        686966.763549359                       1                       1                       1 
                    7.9                    0.15       0.105537024683122        1.13779415717794        30.9042789777677       0.255979612187914       -4496.37067754422        96828.6283251866       -54.2322496679514        296.417593706031        300.304639569508       0.477317217337982                       0                       0                       0                       0                       0                       0                       0        88.3646987239781   -0.000261263742514242      0.0693825242769266   1.83100000867853E-005     0.00295848833391537      0.0108385462470506        30.9886991653332    -0.00188937764237645                       0                       0        717880.533901043        687499.360408918                       1                       1                       1 
                    7.9                    0.15       0.105770513675784        1.13779443784439        29.8151331039202        0.25599714635661       -4496.37069287235        96828.6280799365       -53.6237535474142        296.417519939404        300.305097497404       0.461768635137886                       0                       0                       0                       0                       0                       0                       0        88.3707404023752   -0.000271096477265316       0.069376621627591   1.83100000867853E-005     0.00289506797073784      0.0102302560442959         29.897461540566    -0.00181271103970368                       0                       0        718429.894094505        688031.957268476                       1                       1                       1 
                    7.9                    0.15       0.106004002668446        1.13779471851084        28.7259872300727       0.256014680525306       -4496.37070820048        96828.6278346864       -53.0152574268771        296.417446172776          300.3055554253        0.44622005293779                       0                       0                       0                       0                       0                       0                       0        88.3767820807724    -0.00028092921201639      0.0693707189782555   1.83100000867853E-005     0.00283164760756032     0.00962196584154116        28.8062239157988    -0.00173604443703091                       0                       0        718979.254287966        688564.554128035                       1                       1                       1 
                    7.9                    0.15       0.106237491661107        1.13779499917729        27.6368413562253       0.256032214694002       -4496.37072352861        96828.6275894363       -52.4067613063401        296.417372406149        300.306013353195       0.430671470737696                       0                       0                       0                       0                       0                       0                       0        88.3828237591696   -0.000290761946767463        0.06936481632892   1.83100000867853E-005      0.0027682272443828     0.00901367563878648        27.7149862910317    -0.00165937783435815                       0                       0        719528.614481428        689097.150987593                       1                       1                       1 
                    7.9                    0.15       0.106470980653769        1.13779527984374        26.5476954823779       0.256049748862699       -4496.37073885674        96828.6273441863       -51.7982651858029        296.417298639521        300.306471281091         0.4151228885376                       0                       0                       0                       0                       0                       0                       0        88.3888654375667   -0.000300594681518537      0.0693589136795845   1.83100000867853E-005     0.00270480688120528     0.00840538543603177        26.6237486662645    -0.00158271123168538                       0                       0         720077.97467489        689629.747847152                       1                       1                       1 
                    7.9                    0.15       0.106704469646431        1.13779556051019        25.4585496085305       0.256067283031395       -4496.37075418487        96828.6270989362       -51.1897690652658        296.417224872893        300.306929208987       0.399574306337505                       0                       0                       0                       0                       0                       0                       0        88.3949071159639   -0.000310427416269611      0.0693530110302489   1.83100000867853E-005     0.00264138651802776     0.00779709523327706        25.5325110414973    -0.00150604462901262                       0                       0        720627.334868352         690162.34470671                       1                       1                       1 
                    7.9                    0.15       0.106937958639093        1.13779584117664        24.3694037346829       0.256084817200091         -4496.370769513        96828.6268536861       -50.5812729447287        296.417151106266        300.307387136882       0.384025724137408                       0                       0                       0                       0                       0                       0                       0         88.400948794361   -0.000320260151020685      0.0693471083809134   1.83100000867853E-005     0.00257796615485023     0.00718880503052231        24.4412734167301    -0.00142937802633984                       0                       0        721176.695061814        690694.941566269                       1                       1                       1 
                    7.9                    0.15       0.107171447631754        1.13779612184309        23.2802578608356       0.256102351368787       -4496.37078484113         96828.626608436       -49.9727768241916        296.417077339638        300.307845064778       0.368477141937314                       0                       0                       0                       0                       0                       0                       0        88.4069904727582   -0.000330092885771758      0.0693412057315779   1.83100000867853E-005     0.00251454579167272     0.00658051482776763         23.350035791963    -0.00135271142366708                       0                       0        721726.055255276        691227.538425827                       1                       1                       1 
                    7.9                    0.15       0.107404936624416        1.13779640250954        22.1911119869881       0.256119885537483       -4496.37080016926        96828.6263631859       -49.3642807036545        296.417003573011        300.308302992673       0.352928559737218                       0                       0                       0                       0                       0                       0                       0        88.4130321511554   -0.000339925620522832      0.0693353030822424   1.83100000867853E-005     0.00245112542849519     0.00597222462501292        22.2587981671958    -0.00127604482099431                       0                       0        722275.415448738        691760.135285386                       1                       1                       1 
                    7.9                    0.15       0.107638425617078        1.13779668483733        21.1076311298234       0.256137131464021       -4496.37081549739        96828.6262268133       -48.7657808942656        296.416929806383        300.308752839821       0.337625789743641                       0                       0                       0                       0                       0                       0                       0        88.4189743087557   -0.000349664369715692      0.0693281904596106   1.83100000867853E-005     0.00238865430263336     0.00535022154948062        21.1732021674711    -0.00120385587409628                       0                       0        722824.775642199        692292.732144944                       1                       1                       1 
                    7.9                    0.15        0.10787191460974        1.13779696737489        20.0248655752852        0.25615434099519       -4496.37083082552        96828.6261041882       -48.1685432855058        296.416856039756        300.309201666639       0.322354057631647                       0                       0                       0                       0                       0                       0                       0        88.4249039001993   -0.000359391251667834      0.0693209250577152   1.83100000867853E-005      0.0023263030337787     0.00472648699556693         20.088318516789    -0.00113223230575158                       0                       0        723374.135835661        692825.329004503                       1                       1                       1 
                    7.9                    0.15       0.108105403602402        1.13779724991245         18.942100020747       0.256171550526359       -4496.37084615365        96828.6259815632       -47.5713056767459        296.416782273128        300.309650493457       0.307082325519652                       0                       0                       0                       0                       0                       0                       0        88.4308334916429   -0.000369118133619976      0.0693136596558198   1.83100000867853E-005     0.00226395176492403     0.00410275244165321        19.0034348661069    -0.00106060873740687                       0                       0        723923.496029123        693357.925864061                       1                       1                       1 
                    7.9                    0.15       0.108338892595063        1.13779753245001        17.8593344662088       0.256188760057528       -4496.37086148179        96828.6258589381       -46.9740680679861        296.416708506501        300.310099320275       0.291810593407658                       0                       0                       0                       0                       0                       0                       0        88.4367630830866   -0.000378845015572118      0.0693063942539244   1.83100000867853E-005     0.00220160049606937     0.00347901788773953        17.9185512154249   -0.000988985169062166                       0                       0        724472.856222585         693890.52272362                       1                       1                       1 
                    7.9                    0.15       0.108572381587725        1.13779781498757        16.7765689116707       0.256205969588696       -4496.37087680992        96828.6257363131       -46.3768304592263        296.416634739873        300.310548147093       0.276538861295665                       0                       0                       0                       0                       0                       0                       0        88.4426926745302   -0.000388571897524259       0.069299128852029   1.83100000867853E-005      0.0021392492272147     0.00285528333382588        16.8336675647429   -0.000917361600717466                       0                       0        725022.216416047        694423.119583179                       1                       1                       1 
                    7.9                    0.15       0.108805870580387        1.13779809752513        15.6938033571325       0.256223179119865       -4496.37089213805        96828.6256136881       -45.7795928504665        296.416560973246        300.310996973912       0.261267129183671                       0                       0                       0                       0                       0                       0                       0        88.4486222659738   -0.000398298779476401      0.0692918634501337   1.83100000867853E-005     0.00207689795836004      0.0022315487799122        15.7487839140609   -0.000845738032372762                       0                       0        725571.576609509        694955.716442737                       1                       1                       1 
                    7.9                    0.15       0.109039359573049        1.13779838006269        14.6110378025944       0.256240388651034       -4496.37090746618         96828.625491063       -45.1823552417067        296.416487206618         300.31144580073       0.245995397071678                       0                       0                       0                       0                       0                       0                       0        88.4545518574174   -0.000408025661428542      0.0692845980482383   1.83100000867853E-005     0.00201454668950538     0.00160781422599855        14.6639002633789   -0.000774114464028062                       0                       0        726120.936802971        695488.313302296                       1                       1                       1 
                    7.9                    0.15        0.10927284856571        1.13779861815562        13.7607932706196       0.256252693234108       -4496.37091786883        96828.6254078431       -44.7553148829312        296.416424845507        300.311757054705       0.234946955244806                       0                       0                       0                       0                       0                       0                       0        88.4587900374069   -0.000411425049638686      0.0692591574573353   1.83100000867853E-005     0.00196894880071377     0.00098729109913462        13.8106131974349   -0.000723898923671688                       0                       0        726659.710483402        696010.646688707                       1                       1                       1 
                    7.9                    0.15       0.109506337558372        1.13779876238561        13.4016116726446       0.256254639019687       -4496.37091786884        96828.6254078431       -44.6877154020727        296.416386571795        300.311777767537       0.232817712647649                       0                       0                       0                       0                       0                       0                       0        88.4594561125698   -0.000401461353928124      0.0691953326122957   1.83100000867853E-005     0.00195873250403584    0.000373560014230863         13.446436735781   -0.000718896881237819                       0                       0        727176.126425844        696511.304567534                       1                       1                       1 
                    7.9                    0.15       0.109739826551034        1.13779890661559        13.0424300746696       0.256256584805265       -4496.37091786884        96828.6254078431       -44.6201159212142        296.416348298083         300.31179848037       0.230688470050493                       0                       0                       0                       0                       0                       0                       0        88.4601221877328   -0.000391497658217562      0.0691315077672562   1.83100000867853E-005     0.00194851620735792   -0.000240171070672857        13.0822602741272   -0.000713894838803951                       0                       0        727692.542368287        697011.962446362                       1                       1                       1 
                    7.9                    0.15       0.109973315543696        1.13779905084557        12.6832484766945       0.256258530590843       -4496.37091786883        96828.6254078431       -44.5525164403557        296.416310024371        300.311819193202       0.228559227453337                       0                       0                       0                       0                       0                       0                       0        88.4607882628957      -0.000381533962507      0.0690676829222166   1.83100000867853E-005     0.00193829991067999   -0.000853902155576614        12.7180838124733   -0.000708892796370082                       0                       0        728208.958310729        697512.620325189                       1                       1                       1 
                    7.9                    0.15       0.110206804536358        1.13779919507555        12.3240668787195       0.256260476376421       -4496.37091786883        96828.6254078431       -44.4849169594972        296.416271750658        300.311839906035       0.226429984856181                       0                       0                       0                       0                       0                       0                       0        88.4614543380586   -0.000371570266796438       0.069003858077177   1.83100000867853E-005     0.00192808361400207    -0.00146763324048037        12.3539073508194   -0.000703890753936213                       0                       0        728725.374253172        698013.278204017                       1                       1                       1 
                    7.9                    0.15       0.110440293529019        1.13779933930553        11.9648852807444       0.256262422161999       -4496.37091786883        96828.6254078431       -44.4173174786387        296.416233476946        300.311860618867       0.224300742259024                       0                       0                       0                       0                       0                       0                       0        88.4621204132215   -0.000361606571085875      0.0689400332321374   1.83100000867853E-005     0.00191786731732414    -0.00208136432538417        11.9897308891654   -0.000698888711502344                       0                       0        729241.790195614        698513.936082844                       1                       1                       1 
                    7.9                    0.15       0.110673782521681        1.13779948353551        11.6057036827694       0.256264367947577       -4496.37091786883        96828.6254078431       -44.3497179977802        296.416195203234          300.3118813317       0.222171499661868                       0                       0                       0                       0                       0                       0                       0        88.4627864883845   -0.000351642875375313      0.0688762083870978   1.83100000867853E-005     0.00190765102064621    -0.00269509541028789        11.6255544275116   -0.000693886669068476                       0                       0        729758.206138057        699014.593961671                       1                       1                       1 
                    7.9                    0.15       0.110907271514343         1.1377996277655        11.2465220847944       0.256266313733155       -4496.37091786883        96828.6254078431       -44.2821185169217        296.416156929522        300.311902044532       0.220042257064712                       0                       0                       0                       0                       0                       0                       0        88.4634525635474   -0.000341679179664751      0.0688123835420582   1.83100000867853E-005     0.00189743472396829    -0.00330882649519164        11.2613779658577   -0.000688884626634607                       0                       0        730274.622080499        699515.251840498                       1                       1                       1 
                    7.9                    0.15       0.111140760507005        1.13779977295268        10.8854313438781       0.256268277346689       -4496.37091786883        96828.6254078431       -44.2138936820925        296.416118533287        300.311923492499       0.217896705237875                       0                       0                       0                       0                       0                       0                       0        88.4641247954574   -0.000331734284685849      0.0687485021022316   1.83100000867853E-005     0.00188714639242014    -0.00392390321126956        10.8953144085814   -0.000683936966209113                       0                       0        730791.038022942        700015.909719326                       1                       1                       1 
                    7.9                    0.15       0.111374249499666        1.13779992070047        10.5192334990288       0.256270288651375       -4496.37091786884        96828.6254078431        -44.143995977383        296.416079809296        300.311946907005        0.21570752496958                       0                       0                       0                       0                       0                       0                       0        88.4648134971385   -0.000321839683107469      0.0686844692670048   1.83100000867853E-005     0.00187666536206403    -0.00454257959404267        10.5242027256428   -0.000679134781830931                       0                       0        731307.453965384        700516.567598153                       1                       1                       1 
                    7.9                    0.15       0.111607738492328        1.13780006844826        10.1530356541795       0.256272299956061       -4496.37091786883        96828.6254078431       -44.0740982726735        296.416041085305        300.311970321511       0.213518344701284                       0                       0                       0                       0                       0                       0                       0        88.4655021988195   -0.000311945081529088       0.068620436431778   1.83100000867853E-005     0.00186618433170792    -0.00516125597681581        10.1530910427042   -0.000674332597452748                       0                       0        731823.869907827         701017.22547698                       1                       1                       1 
                    7.9                    0.15        0.11184122748499        1.13780021619604        9.78683780933025       0.256274311260746       -4496.37091786883        96828.6254078431        -44.004200567964        296.416002361313        300.311993736018       0.211329164432989                       0                       0                       0                       0                       0                       0                       0        88.4661909005006   -0.000302050479950708      0.0685564035965512   1.83100000867853E-005      0.0018557033013518    -0.00577993235958891        9.78197935976557   -0.000669530413074565                       0                       0        732340.285850269        701517.883355808                       1                       1                       1 
                    7.9                    0.15       0.112074716477652        1.13780036394383          9.420639964481       0.256276322565432       -4496.37091786883        96828.6254078431       -43.9343028632545        296.415963637322        300.312017150524       0.209139984164694                       0                       0                       0                       0                       0                       0                       0        88.4668796021816   -0.000292155878372328      0.0684923707613244   1.83100000867853E-005     0.00184522227099569    -0.00639860874236198          9.410867676827   -0.000664728228696383                       0                       0        732856.701792712        702018.541234635                       1                       1                       1 
                    7.9                    0.15       0.112308205470314        1.13780051169162        9.05444211963172       0.256278333870118       -4496.37091786884        96828.6254078431        -43.864405158545        296.415924913331         300.31204056503       0.206950803896399                       0                       0                       0                       0                       0                       0                       0        88.4675683038627   -0.000282261276793948      0.0684283379260976   1.83100000867853E-005     0.00183474124063958    -0.00701728512513509         9.0397559938884     -0.0006599260443182                       0                       0        733373.117735154        702519.199113462                       1                       1                       1 
                    7.9                    0.15       0.112541694462975         1.1378006594394        8.68824427478246       0.256280345174803       -4496.37091786883        96828.6254078431       -43.7945074538355         296.41588618934        300.312063979537       0.204761623628104                       0                       0                       0                       0                       0                       0                       0        88.4682570055437   -0.000272366675215569      0.0683643050908708   1.83100000867853E-005     0.00182426021028347    -0.00763596150790816        8.66864431094982   -0.000655123859940018                       0                       0        733889.533677596         703019.85699229                       1                       1                       1 
                    7.9                    0.15       0.112775183455637        1.13780080718719        8.32204642993316       0.256282356479489       -4496.37091786883        96828.6254078431        -43.724609749126        296.415847465348        300.312087394043       0.202572443359808                       0                       0                       0                       0                       0                       0                       0        88.4689457072248   -0.000262472073637188       0.068300272255644   1.83100000867853E-005     0.00181377917992736     -0.0082546378906813         8.2975326280112   -0.000650321675561835                       0                       0        734405.949620039        703520.514871117                       1                       1                       1 
                    7.9                    0.15       0.113008672448299        1.13780095493497        7.95584858508388       0.256284367784175       -4496.37091786883        96828.6254078431       -43.6547120444165        296.415808741357        300.312110808549       0.200383263091513                       0                       0                       0                       0                       0                       0                       0        88.4696344089058   -0.000252577472058808      0.0682362394204172   1.83100000867853E-005     0.00180329814957125    -0.00887331427345441         7.9264209450726   -0.000645519491183653                       0                       0        734922.365562481        704021.172749945                       1                       1                       1 
                    7.9                    0.15       0.113242161440961        1.13780110268276         7.5896507402346        0.25628637908886       -4496.37091786884        96828.6254078431        -43.584814339707        296.415770017366        300.312134223056       0.198194082823218                       0                       0                       0                       0                       0                       0                       0        88.4703231105869   -0.000242682870480428      0.0681722065851904   1.83100000867853E-005     0.00179281711921513    -0.00949199065622752          7.555309262134    -0.00064071730680547                       0                       0        735438.781504924        704521.830628772                       1                       1                       1 
                    7.9                    0.15       0.113475650433622        1.13780125043055        7.22345289538535       0.256288390393546       -4496.37091786883        96828.6254078431       -43.5149166349975        296.415731293375        300.312157637562       0.196004902554923                       0                       0                       0                       0                       0                       0                       0        88.4710118122679   -0.000232788268902048      0.0681081737499636   1.83100000867853E-005     0.00178233608885902     -0.0101106670390006        7.18419757919542   -0.000635915122427288                       0                       0        735955.197447366        705022.488507599                       1                       1                       1 
                    7.9                    0.15       0.113709139426284        1.13780139817833        6.85725505053607       0.256290401698232       -4496.37091786884        96828.6254078431        -43.445018930288        296.415692569384        300.312181052068       0.193815722286628                       0                       0                       0                       0                       0                       0                       0         88.471700513949   -0.000222893667323668      0.0680441409147368   1.83100000867853E-005     0.00177185505850291     -0.0107293434217737        6.81308589625682   -0.000631112938049105                       0                       0        736471.613389809        705523.146386427                       1                       1                       1 
                    7.9                    0.15       0.113942628418946        1.13780154592612        6.49105720568677       0.256292413002917       -4496.37091786884        96828.6254078431       -43.3751212255785        296.415653845392        300.312204466575       0.191626542018332                       0                       0                       0                       0                       0                       0                       0          88.47238921563   -0.000212999065745287        0.06798010807951   1.83100000867853E-005      0.0017613740281468     -0.0113480198045468         6.4419742133182   -0.000626310753670922                       0                       0        736988.029332251        706023.804265254                       1                       1                       1 
                    7.9                    0.15       0.114176117411608        1.13780169367391        6.12485936083751       0.256294424307603       -4496.37091786884        96828.6254078431        -43.305223520869        296.415615121401        300.312227881081       0.189437361750037                       0                       0                       0                       0                       0                       0                       0        88.4730779173111   -0.000203104464166907      0.0679160752442832   1.83100000867853E-005     0.00175089299779069     -0.0119666961873199        6.07086253037962    -0.00062150856929274                       0                       0        737504.445274693        706524.462144081                       1                       1                       1 
                    7.9                    0.15        0.11440960640427        1.13780184142169        5.75866151598823       0.256296435612288       -4496.37091786883        96828.6254078431       -43.2353258161595         296.41557639741        300.312251295587       0.187248181481742                       0                       0                       0                       0                       0                       0                       0        88.4737666189921   -0.000193209862588527      0.0678520424090564   1.83100000867853E-005     0.00174041196743457      -0.012585372570093        5.69975084744102   -0.000616706384914557                       0                       0        738020.861217136        707025.120022908                       1                       1                       1 
                    7.9                    0.15       0.114643095396931        1.13780198916948        5.39246367113896       0.256298446916974       -4496.37091786883        96828.6254078431         -43.16542811145        296.415537673419        300.312274710094       0.185059001213447                       0                       0                       0                       0                       0                       0                       0        88.4744553206732   -0.000183315261010147      0.0677880095738296   1.83100000867853E-005     0.00172993093707846     -0.0132040489528661        5.32863916450242   -0.000611904200536375                       0                       0        738537.277159578        707525.777901736                       1                       1                       1 
                    7.9                    0.15       0.114876584389593        1.13780213691726         5.0262658262897        0.25630045822166       -4496.37091786883        96828.6254078431       -43.0955304067405        296.415498949427          300.3122981246       0.182869820945152                       0                       0                       0                       0                       0                       0                       0        88.4751440223542   -0.000173420659431767      0.0677239767386028   1.83100000867853E-005     0.00171944990672235     -0.0138227253356392        4.95752748156384   -0.000607102016158192                       0                       0        739053.693102021        708026.435780563                       1                       1                       1 
                    7.9                    0.15       0.115110073382255        1.13780228466505         4.6600679814404       0.256302469526346       -4496.37091786883        96828.6254078431        -43.025632702031        296.415460225436        300.312321539106       0.180680640676856                       0                       0                       0                       0                       0                       0                       0        88.4758327240353   -0.000163526057853387       0.067659943903376   1.83100000867853E-005     0.00170896887636624     -0.0144414017184123        4.58641579862521   -0.000602299831780009                       0                       0        739570.109044463        708527.093659391                       1                       1                       1 
                    7.9                    0.15       0.115343562374917        1.13780243071311        4.29726022608836       0.256304449173702       -4496.37091786883        96828.6254078431       -42.9568454463521        296.415421719009        300.312343648226       0.178520420915946                       0                       0                       0                       0                       0                       0                       0        88.4765104931019   -0.000153598071575746      0.0675960115642352   1.83100000867853E-005     0.00169861575924894     -0.0150576886467281        4.21865505547817   -0.000597401080575194                       0                       0        740086.524986906        709027.751538218                       1                       1                       1 
                    7.9                    0.15       0.115577051367578         1.1378025749431        3.93807862811335        0.25630639495928       -4496.37091786883        96828.6254078431       -42.8892459654936        296.415383445297        300.312364361058        0.17639117831879                       0                       0                       0                       0                       0                       0                       0        88.4771765682649   -0.000143634375865185      0.0675321867191956   1.83100000867853E-005     0.00168839946257101     -0.0156714197316318        3.85447859382429   -0.000592399038141325                       0                       0        740602.940929348        709528.409417045                       1                       1                       1 
                    7.9                    0.15        0.11581054036024        1.13780271917308        3.57889703013832       0.256308340744858       -4496.37091786883        96828.6254078431       -42.8216464846351        296.415345171585        300.312385073891       0.174261935721634                       0                       0                       0                       0                       0                       0                       0        88.4778426434278   -0.000133670680154623       0.067468361874156   1.83100000867853E-005     0.00167818316589309     -0.0162851508165356        3.49030213217039   -0.000587396995707457                       0                       0         741119.35687179        710029.067295873                       1                       1                       1 
                    7.9                    0.15       0.116044029352902        1.13780286340306         3.2197154321633       0.256310286530436       -4496.37091786884        96828.6254078431       -42.7540470037766        296.415306897873        300.312405786723       0.172132693124477                       0                       0                       0                       0                       0                       0                       0        88.4785087185908    -0.00012370698444406      0.0674045370291164   1.83100000867853E-005     0.00166796686921516     -0.0168988819014393        3.12612567051649   -0.000582394953273588                       0                       0        741635.772814233          710529.7251747                       1                       1                       1 
