VARIABLES = "X"
 "Y"
 "Z"
 "Density"
 "Shear Strain Rate"
 "Mach Number"
 "Pressure"
 "Absolute Pressure"
 "Total Pressure"
 "Temperature"
 "Total Temperature"
 "Aspect Ratio"
 "Bulk Energy Flow Rate"
 "X Bulk Momentum Flow Rate"
 "Y Bulk Momentum Flow Rate"
 "Z Bulk Momentum Flow Rate"
 "X Wall Shear"
 "Y Wall Shear"
 "Z Wall Shear"
 "U"
 "V"
 "W"
 "Dynamic Viscosity"
 "Eddy Viscosity"
 "X Vorticity"
 "Y Vorticity"
 "Z Vorticity"
 "Y Plus"
 "Solver Y Plus"
 "Node UserID"
 "Element UserID"
 "Material ID"
 "Part ID"
 "Property ID"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
                    7.9                    0.15   4.40146715571857E-005        1.13733095645941        59982.8503983678      0.0914803504670788       -4495.93556202429        96829.0636872858       -3851.45319864965        296.539646930701        297.103825901874        267.114624023438                       0    0.000131941484613589  -1.88310766734526E-009       0.063422806048851        1.12000175671804  -1.55268224726322E-005  -1.10508068151308E-013        31.5856868929353   -0.000435854189133218  -2.84283928005637E-006   1.83100000867853E-005    0.000132220097112089       0.818931592754701        60040.1258632803      0.0019045777807525        1.06633569869089        1.32446386616988        29278.6732416523        19439.5396499234                       1                       1                       1 
                    7.9                    0.15   4.50150050016672E-005        1.13733134878873        59982.8547357509      0.0935594511067364       -4495.93556202429        96829.0636872858       -3836.80584619118         296.53954466273        297.116545900547        267.114624023438                       0    0.000109889991756336  -1.56838237301442E-009       0.052822898380249       0.932814907861999  -1.29318121118505E-005  -9.20386786936447E-014        32.3035440187043   -0.000445760711180259  -2.91537513949798E-006   1.83100000867853E-005    0.000133337018322031       0.818931592754701        60040.1258632803      0.0019045777807525       0.888118103885056        1.10310509057441         29698.813268379        19643.2675495499                       1                       1                       1 
                    7.9                    0.15   4.60153384461487E-005        1.13733174111805         59982.859073134       0.095638551746394       -4495.93556202429        96829.0636872858       -3822.15849373272        296.539442394759         297.12926589922        267.114624023438                       0   8.78384988990831E-005  -1.25365707868357E-009       0.042222990711647       0.745628059005964  -1.03368017510689E-005  -7.35692892359816E-014        33.0214011444734   -0.000455667233227301  -2.98791099893959E-006   1.83100000867853E-005    0.000134453939531974       0.818931592754701        60040.1258632803      0.0019045777807525       0.709900509079227       0.881746314978943        30118.9532951056        19846.9954491765                       1                       1                       1 
                    7.9                    0.15   4.70156718906302E-005        1.13733213344737         59982.863410517      0.0977176523860517       -4495.93556202429        96829.0636872858       -3807.51114127426        296.539340126788        297.141985897892        267.114624023438                       0   6.57870060418304E-005  -9.38931784352727E-010       0.031623083043045       0.558441210149928  -7.74179139028722E-006  -5.50998997783185E-014        33.7392582702425   -0.000465573755274342  -3.06044685838121E-006   1.83100000867853E-005    0.000135570860741917       0.818931592754701        60040.1258632803      0.0019045777807525       0.531682914273398       0.660387539383473        30539.0933218323         20050.723348803                       1                       1                       1 
                    7.9                    0.15   4.80160053351117E-005        1.13733252577669        59982.8677479001      0.0997967530257093       -4495.93556202429        96829.0636872858       -3792.86378881579        296.539237858816        297.154705896565        267.114624023438                       0   4.37355131845775E-005  -6.24206490021878E-010      0.0210231753744428        0.37125436129389  -5.14678102950552E-006  -3.66305103206551E-014        34.4571153960116   -0.000475480277321384  -3.13298271782282E-006   1.83100000867853E-005     0.00013668778195186       0.818931592754701        60040.1258632803      0.0019045777807525       0.353465319467567          0.439028763788        30959.2333485589        20254.4512484295                       1                       1                       1 
                    7.9                    0.15   4.90163387795932E-005        1.13733291810601        59982.8720852832       0.101875853665367       -4495.93556202429        96829.0636872858       -3778.21643635733        296.539135590845        297.167425895238        267.114624023438                       0   2.16840203273248E-005  -3.09481195691034E-010      0.0104232677058408       0.184067512437855  -2.55177066872385E-006   -1.8161120862992E-014        35.1749725217807   -0.000485386799368425  -3.20551857726443E-006   1.83100000867853E-005    0.000137804703161803       0.818931592754701        60040.1258632803      0.0019045777807525       0.175247724661739        0.21766998819253        31379.3733752856        20458.1791480561                       1                       1                       1 
                    7.9                    0.15   5.00166722240747E-005        1.13733330393388        59977.2626448241       0.103922661189625       -4495.93556202421        96829.0636872858       -3763.77878044923        296.539035017768        297.179964025136        267.107840965247                       0                       0                       0                       0                       0                       0                       0         35.881679709534   -0.000495139246791617  -3.26613467703306E-006   1.83100000867853E-005    0.000138924197736942        0.81885692528133        60034.5051241563     0.00190421677891955                       0                       0        31798.9318220538        20664.7380072274                       1                       1                       1 
                    7.9                    0.15   5.10170056685562E-005        1.13733330612075        59640.3923252975       0.104063898865199       -4495.93556202421        96829.0636872858       -3761.71501350734         296.53903445793        297.181770342699        266.700799492826                       0                       0                       0                       0                       0                       0                       0         35.930445245201   -0.000495798944523451  -2.62331152303506E-006   1.83100000867853E-005    0.000140195542847147       0.814376462404314        59697.2127315048     0.00188252688649913                       0                       0        32184.1720799851         21038.347678324                       1                       1                       1 
                    7.9                    0.15   5.20173391130377E-005        1.13733330830762        59303.5220057708       0.104205136540773       -4495.93556202421        96829.0636872858       -3759.65124656545        296.539033898092        297.183576660263        266.293758020405                       0                       0                       0                       0                       0                       0                       0        35.9792107808681   -0.000496458642255285  -1.98048836903705E-006   1.83100000867853E-005    0.000141466887957351       0.809895999527298        59359.9203388533      0.0018608369940787                       0                       0        32569.4123379164        21411.9573494206                       1                       1                       1 
                    7.9                    0.15   5.30176725575192E-005        1.13733331049449        58966.6516862442       0.104346374216346       -4495.93556202421        96829.0636872858       -3757.58747962356        296.539033338254        297.185382977826        265.886716547984                       0                       0                       0                       0                       0                       0                       0        36.0279763165351   -0.000497118339987119  -1.33766521503905E-006   1.83100000867853E-005    0.000142738233067555       0.805415536650283        59022.6279462019     0.00183914710165827                       0                       0        32954.6525958476        21785.5670205172                       1                       1                       1 
                    7.9                    0.15   5.40180060020007E-005        1.13733331268135        58629.7813667176        0.10448761189192       -4495.93556202421        96829.0636872858       -3755.52371268168        296.539032778416        297.187189295389        265.479675075563                       0                       0                       0                       0                       0                       0                       0        36.0767418522022   -0.000497778037718952  -6.94842061041046E-007   1.83100000867853E-005    0.000144009578177759       0.800935073773266        58685.3355535504     0.00181745720923785                       0                       0        33339.8928537789        22159.1766916137                       1                       1                       1 
                    7.9                    0.15   5.50183394464821E-005        1.13733331486822        58292.9110471909       0.104628849567494       -4495.93556202421        96829.0636872858       -3753.45994573979        296.539032218578        297.188995612953        265.072633603142                       0                       0                       0                       0                       0                       0                       0        36.1255073878692   -0.000498437735450786  -5.20189070430472E-008   1.83100000867853E-005    0.000145280923287963        0.79645461089625        58348.0431608989     0.00179576731681742                       0                       0        33725.1331117102        22532.7863627103                       1                       1                       1 
