       6.10305152576288                    0.15                       0        1.13847779930461        14349.0960876348   1.00000000362749E-015       -4430.01618309386        96894.9828730239       -4430.01618309386        296.442597456799        296.442597456799        27.6106929383902                       0     0.00131749146923087  -4.32122929596951E-009       0.626639037184923        9.31531594260856   -2.5334676306073E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170382603341794      0.0372692709450834        14353.3075601069   -0.000312403219811311        88.9291750498095        22.6960693809578        8881.67748370712        8614.67748438264                       1                       1                       1 
       6.10705352676338                    0.15                       0        1.13847595435144        14348.6894761439   1.00000000362749E-015       -4430.16707788574        96894.8327095476       -4430.16707788574        296.442620310413        296.442620310413        27.6092550652094                       0     0.00131742602639851  -4.29996405511774E-009       0.626662798396324        9.31481221087832  -2.50735338504496E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170378157181336       0.036645918551499        14352.9202065943     0.00213579238985741        88.9266992416835        22.6954785198262        8881.92710610919        8614.92710678471                       1                       1                       1 
       6.11105552776388                    0.15                       0        1.13847410939827        14348.2811354915   1.00000000362749E-015       -4430.31771330302        96894.6825460714       -4430.31771330302        296.442643164026        296.442643164026        27.6079050011029                       0      0.0013173586253063  -4.20838421746212E-009       0.626683203444471         9.3143387057389  -2.49460126383836E-005                       0                       0                       0                       0   1.83100000867853E-005      0.0001703739583797      0.0372569026708328        14352.4948115215     0.00328410571309222        88.9243652790158        22.6949197427791        8882.17672851125        8615.17672918677                       1                       1                       1 
       6.11505752876438                    0.15                       0         1.1384722644451        14347.8720862819   1.00000000362749E-015       -4430.46824243708        96894.5323825952       -4430.46824243708         296.44266601764         296.44266601764        27.6065909183283                       0     0.00131729042178608  -4.08799167106872E-009       0.626702233243709        9.31387758647545  -2.48732458100947E-005                       0                       0                       0                       0   1.83100000867853E-005     0.00017036986093771      0.0383736777468485         14352.053828196     0.00389977647815989        88.9220894400078        22.6943741127575        8882.42635091332        8615.42635158884                       1                       1                       1 
       6.11905952976488                    0.15                       0        1.13847041949193        14347.4630370723   1.00000000362749E-015       -4430.61877157114        96894.3822191189       -4430.61877157114        296.442688871253        296.442688871253        27.6052768355538                       0     0.00131722221826585   -3.9675991246753E-009       0.626721263042946        9.31341646721199  -2.48004789818058E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170365763495719      0.0394904528228645        14351.6128448705     0.00451544724322769        88.9198136009997        22.6938284827359        8882.67597331538         8615.6759739909                       1                       1                       1 
       6.12306153076538                    0.15                       0        1.13846857453876        14347.0539878627   1.00000000362749E-015        -4430.7693007052        96894.2320556427        -4430.7693007052        296.442711724867        296.442711724867        27.6039627527793                       0     0.00131715401474563  -3.84720657828191E-009       0.626740292842183        9.31295534794853   -2.4727712153517E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170361666053729      0.0406072278988802        14351.1718615449     0.00513111800829535        88.9175377619916        22.6932828527143        8882.92559571744        8615.92559639296                       1                       1                       1 
       6.12706353176588                    0.15                       0        1.13846672954699        14346.6454444601   1.00000000362749E-015       -4430.91983298803        96894.0818890253       -4430.91983298803        296.442734578958        296.442734578958         27.602654334514                       0     0.00131708928423379  -3.77266389474635E-009       0.626760944999309        9.31249840455084  -2.44800016790095E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170357591517144      0.0407744975299796        14350.7572719553     0.00236044148324247        88.9152859841134        22.6927408944805        8883.17522334112        8616.17522401664                       1                       1                       1 
       6.13106553276638                    0.15                       0        1.13846488453895        14346.2371144213   1.00000000362749E-015       -4431.07036659932        96893.9317210827       -4431.07036659932        296.442757433251        296.442757433251        27.6013483068831                       0      0.0013170260190102  -3.71746485781816E-009       0.626782281624613        9.31204322321103  -2.41584818625057E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170353526646611      0.0405411774777283        14350.3538174991    -0.00183893457688453        88.9130443588542        22.6922004856723        8883.42485316778        8616.42485384331                       1                       1                       1 
       6.13506753376688                    0.15                       0         1.1384630395309        14345.8287843826   1.00000000362749E-015       -4431.22090021061        96893.7815531401       -4431.22090021061        296.442780287545        296.442780287545        27.6000422792522                       0      0.0013169627537866  -3.66226582088999E-009       0.626803618249917        9.31158804187121   -2.3836962046002E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170349461776078      0.0403078574254771        14349.9503630429    -0.00603831063701061        88.9108027335949         22.691660076864        8883.67448299445        8616.67448366997                       1                       1                       1 
       6.13906953476738                    0.15                       0        1.13846119452286        14345.4204543439   1.00000000362749E-015       -4431.37143382191        96893.6313851975       -4431.37143382191        296.442803141838        296.442803141838        27.5987362516214                       0       0.001316899488563  -3.60706678396182E-009       0.626824954875221         9.3111328605314  -2.35154422294982E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170345396905545      0.0400745373732259        14349.5469085868     -0.0102376866971367        88.9085611083357        22.6911196680558        8883.92411282111        8616.92411349663                       1                       1                       1 
       6.14307153576788                    0.15                       0        1.13845930805031        14345.0099228517   1.00000000362749E-015       -4431.52196431082        96893.4798604068       -4431.52196431082        296.442825995657        296.442825995657        27.5973240037532                       0     0.00131683721762573  -3.62055016075576E-009       0.626847930417416        9.31063817792784  -2.37211537876163E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170341015477624       0.040669751933558        14349.1449925233     -0.0117590527229719        88.9061269563896        22.6905367715299         8884.1737374702        8617.17373814572                       1                       1                       1 
       6.14707353676838                    0.15                       0        1.13845740358252        14344.5984359233   1.00000000362749E-015       -4431.67249344487        96893.3277467555       -4431.67249344487         296.44284884927         296.44284884927        27.5958656575436                       0     0.00131677537821754  -3.66384088341096E-009       0.626871617235544         9.3101263522095  -2.41556778846031E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170336496667486      0.0416245430969107        14348.7437440138     -0.0121182064741232        88.9036092499723        22.6899354358255        8884.42335987226        8617.42336054778                       1                       1                       1 
       6.15107553776888                    0.15                       0        1.13845549911473        14344.1869489949   1.00000000362749E-015       -4431.82302257893        96893.1756331043       -4431.82302257893        296.442871702884        296.442871702884        27.5944073113341                       0     0.00131671353880934  -3.70713160606617E-009       0.626895304053672        9.30961452649115  -2.45902019815899E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170331977857348      0.0425793342602635        14348.3424955042     -0.0124773602252745         88.901091543555         22.689334100121        8884.67298227432        8617.67298294984                       1                       1                       1 
       6.15507753876939                    0.15                       0        1.13845359464694        14343.7754620665   1.00000000362749E-015       -4431.97355171299         96893.023519453       -4431.97355171299        296.442894556497        296.442894556497        27.5929489651245                       0     0.00131665169940115  -3.75042232872138E-009         0.6269189908718        9.30910270077281  -2.50247260785768E-005                       0                       0                       0                       0   1.83100000867853E-005     0.00017032745904721      0.0435341254236164        14347.9412469946     -0.0128365139764259        88.8985738371377        22.6887327644166        8884.92260467639        8617.92260535191                       1                       1                       1 
       6.15907953976989                    0.15                       0        1.13845173132182        14343.3703789028   1.00000000362749E-015       -4432.12382806685        96892.8727539646       -4432.12382806685        296.442917410111        296.442917410111        27.5915235332976                       0     0.00131657967477807   -3.8539063940592E-009       0.626939427419591        9.30860568651737  -2.55842432769277E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170323040683784      0.0444960769708187        14347.5411780305     -0.0115890583686708        88.8961272257403         22.688145252745        8885.17222707845        8618.17222775397                       1                       1                       1 
       6.16308154077038                    0.15                       0        1.13844988636865        14342.9681553057   1.00000000362749E-015       -4432.27399154309        96892.7225904883       -4432.27399154309        296.442940263724        296.442940263724        27.5901127987828                       0     0.00131650310201463  -3.98426953711594E-009       0.626958412582864        9.30811528606166  -2.61995765370063E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170318667173007      0.0454612273974387        14347.1416359241    -0.00962418777513698        88.8937123605836        22.6875639139524        8885.42184948052        8618.42185015604                       1                       1                       1 
       6.16708354177089                    0.15                       0        1.13844804141547        14342.5659317087   1.00000000362749E-015       -4432.42415501933        96892.5724270121       -4432.42415501933        296.442963117338        296.442963117338        27.5887020642679                       0      0.0013164265292512  -4.11463268017271E-009       0.626977397746138        9.30762488560594  -2.68149097970851E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170314293662231       0.046426377824059        14346.7420938177    -0.00765931718160275        88.8912974954269        22.6869825751597        8885.67147188258         8618.6714725581                       1                       1                       1 
       6.17108554277138                    0.15                       0         1.1384461964623        14342.1637081116   1.00000000362749E-015       -4432.57431849558        96892.4222635358       -4432.57431849558        296.442985970951        296.442985970951        27.5872913297531                       0     0.00131634995648776  -4.24499582322945E-009       0.626996382909411        9.30713448515023  -2.74302430571637E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170309920151454       0.047391528250679        14346.3425517112    -0.00569444658806896        88.8888826302702        22.6864012363671        8885.92109428464        8618.92109496016                       1                       1                       1 
       6.17508754377189                    0.15                       0        1.13844435147153        14341.7678242114   1.00000000362749E-015       -4432.72481913306         96892.272096999       -4432.72481913306        296.443008825031        296.443008825031        27.5859640916173                       0     0.00131627985420329  -4.25088954236461E-009       0.627016999810457        9.30667425467574  -2.78828767239797E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170305800454311      0.0471911411116528        14345.9371546816    -0.00477706748599323        88.8866112747068        22.6858512076484        8886.17072177444        8619.17072244995                       1                       1                       1 
       6.17908954477239                    0.15                       0        1.13844250646348        14341.3748522577   1.00000000362749E-015       -4432.87547463391        96892.1219290564       -4432.87547463391        296.443031679324        296.443031679324        27.5846752047064                       0     0.00131621272390172  -4.19961243666405E-009       0.627038366193955        9.30622788176143   -2.8260780272466E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170301797337843      0.0464554069556481         14345.529068422    -0.00434080782427003        88.8844058354118        22.6853155601512         8886.4203516011        8619.42035227662                       1                       1                       1 
       6.18309154577289                    0.15                       0        1.13844066145544        14340.9818803041   1.00000000362749E-015       -4433.02613013477        96891.9717611138       -4433.02613013477        296.443054533617        296.443054533617        27.5833863177954                       0     0.00131614559360016   -4.1483353309635E-009       0.627059732577453        9.30578150884712  -2.86386838209523E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170297794221375      0.0457196727996436        14345.1209821624    -0.00390454816254693        88.8822003961168        22.6847799126541        8886.66998142776        8619.66998210328                       1                       1                       1 
       6.18709354677339                    0.15                       0        1.13843881644739        14340.5889083504   1.00000000362749E-015       -4433.17678563562        96891.8215931712       -4433.17678563562         296.44307738791         296.44307738791        27.5820974308844                       0     0.00131607846329859  -4.09705822526295E-009       0.627081098960951        9.30533513593282  -2.90165873694385E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170293791104907      0.0449839386436391        14344.7128959028    -0.00346828850082383        88.8799949568218        22.6842442651569        8886.91961125442        8619.91961192994                       1                       1                       1 
       6.19109554777389                    0.15                       0        1.13843697147662        14340.2022371076   1.00000000362749E-015       -4433.32718969293        96891.6714282627       -4433.32718969293        296.443100241742        296.443100241742         27.580740971861                       0     0.00131601297287009  -4.02779261981945E-009       0.627104031557529        9.30486095652025  -2.81289988163613E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170289583256662      0.0455368910341581        14344.3278361832    -0.00464640009023929        88.8776588938453         22.683682753593         8887.1692360374        8620.16923671292                       1                       1                       1 
       6.19509754877439                    0.15                       0        1.13843512652345        14339.8185401731   1.00000000362749E-015       -4433.47747505511        96891.5212647865       -4433.47747505511        296.443123095355        296.443123095355        27.5793526148427                       0     0.00131594825653454  -3.95003520188642E-009       0.627127703497002        9.30437365082469   -2.6644022997109E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170285278763082      0.0466981793250824        14343.9536463519    -0.00658658525219435        88.8752611688987        22.6831090326715        8887.41885843946        8620.41885911498                       1                       1                       1 
       6.19909954977489                    0.15                       0        1.13843328157028        14339.4348432387   1.00000000362749E-015       -4433.62776041729        96891.3711013102       -4433.62776041729        296.443145948969        296.443145948969        27.5779642578244                       0       0.001315883540199  -3.87227778395338E-009       0.627151375436476        9.30388634512913  -2.51590471778567E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170280974269502      0.0478594676160066        14343.5794565207    -0.00852677041414941        88.8728634439522          22.68253531175        8887.66848084153        8620.66848151704                       1                       1                       1 
       6.20310155077539                    0.15                       0        1.13843143661711        14339.0511463043   1.00000000362749E-015       -4433.77804577947         96891.220937834       -4433.77804577947        296.443168802582        296.443168802582        27.5765759008061                       0     0.00131581882386345  -3.79452036602034E-009       0.627175047375949        9.30339903943358  -2.36740713586045E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170276669775922      0.0490207559069309        14343.2052666895     -0.0104669555761045        88.8704657190056        22.6819615908285        8887.91810324359        8620.91810391911                       1                       1                       1 
       6.20710355177589                    0.15                       0        1.13842957162922        14338.6671211309   1.00000000362749E-015       -4433.92833114132        96891.0707743577       -4433.92833114132        296.443191656196        296.443191656196        27.5752042126535                       0     0.00131574864885024  -3.77195510421108E-009       0.627195563847136        9.30292102983739  -2.33132449850338E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170272416640801      0.0490879008083586         14342.844863327     -0.0109011029508992        88.8681103073369        22.6813946015662        8888.16772564565        8621.16772632117                       1                       1                       1 
       6.21110555277639                    0.15                       0        1.13842769691874        14338.2829366528   1.00000000362749E-015        -4434.0786165035        96890.9206108815        -4434.0786165035        296.443214509809        296.443214509809        27.5738406137164                       0     0.00131567582481033  -3.77617367659607E-009        0.62721454901041        9.30244753153331   -2.3497951803494E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170268188429385      0.0486240736297643        14342.4911503334     -0.0106043870088315        88.8657754298274        22.6808308791006        8888.41734804772        8621.41734872324                       1                       1                       1 
       6.21510755377689                    0.15                       0        1.13842582220826        14337.8987521746   1.00000000362749E-015       -4434.22890186568        96890.7704474053       -4434.22890186568        296.443237363423        296.443237363423        27.5724770147794                       0     0.00131560300077042  -3.78039224898107E-009       0.627233534173683        9.30197403322922  -2.36826586219543E-005                       0                       0                       0                       0   1.83100000867853E-005     0.00017026396021797      0.0481602464511699        14342.1374373399     -0.0103076710667638        88.8634405523178         22.680267156635        8888.66697044978         8621.6669711253                       1                       1                       1 
       6.21910955477739                    0.15                       0        1.13842394749778        14337.5145676964   1.00000000362749E-015       -4434.37918722786         96890.620283929       -4434.37918722786        296.443260217036        296.443260217036        27.5711134158423                       0     0.00131553017673051  -3.78461082136606E-009       0.627252519336957        9.30150053492513  -2.38673654404145E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170259732006554      0.0476964192725755        14341.7837243463      -0.010010955124696        88.8611056748082        22.6797034341694        8888.91659285185        8621.91659352736                       1                       1                       1 
       6.22311155577789                    0.15                       0        1.13842209260535        14337.1126462906   1.00000000362749E-015        -4434.5293942457        96890.4701174727        -4434.5293942457        296.443283071103        296.443283071103         27.569744071563                       0     0.00131546153946624  -3.77523976874515E-009       0.627273063514649        9.30102591533701  -2.39912093441306E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170255481897675      0.0469410913042757        14341.3732380033    -0.00952288741826272          88.85876566805        22.6791371590559        8889.16622020775        8622.16622088327                       1                       1                       1 
       6.22711355677839                    0.15                       0        1.13842024759731        14336.7018784606   1.00000000362749E-015        -4434.6795621883        96890.3199495301        -4434.6795621883        296.443305925396        296.443305925396        27.5683718617081                       0     0.00131539499037941  -3.75909065320293E-009       0.627294385260855        9.30055073649064   -2.4084698187874E-005                       0                       0                       0                       0   1.83100000867853E-005     0.00017025122086717      0.0460403730694259        14340.9344355736    -0.00893937433055684        88.8564231029957        22.6785696107745        8889.41585003441        8622.41585070993                       1                       1                       1 
       6.23111555777889                    0.15                       0        1.13841840258926        14336.2911106306   1.00000000362749E-015        -4434.8297301309        96890.1697815875        -4434.8297301309        296.443328779689        296.443328779689        27.5669996518531                       0     0.00131532844129257  -3.74294153766071E-009       0.627315707007062        9.30007555764426  -2.41781870316174E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170246959836665      0.0451396548345759        14340.4956331439    -0.00835586124285083        88.8540805379415         22.678002062493        8889.66547986107        8622.66548053659                       1                       1                       1 
       6.23511755877939                    0.15                       0        1.13841655758122        14335.8803428006   1.00000000362749E-015        -4434.9798980735        96890.0196136449        -4434.9798980735        296.443351633983        296.443351633983        27.5656274419981                       0     0.00131526189220574  -3.72679242211849E-009       0.627337028753269        9.29960037879789  -2.42716758753608E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170242698806159      0.0442389365997261        14340.0568307143    -0.00777234815514494        88.8517379728872        22.6774345142116        8889.91510968773        8622.91511036325                       1                       1                       1 
       6.23911955977989                    0.15                       0        1.13841473228762        14335.4705502676   1.00000000362749E-015       -4435.12990185973        96889.8694486559       -4435.12990185973        296.443374487826        296.443374487826        27.5642933563076                       0     0.00131519909174643  -3.77897587573434E-009       0.627359875137516        9.29913953507925  -2.46813990211705E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170238555564052      0.0436928172225093        14339.6243237862     -0.0058893727068995        88.8494634620148        22.6768824048683         8890.1647346046        8623.16473528012                       1                       1                       1 
       6.24312156078039                    0.15                       0        1.13841291709176        14335.0612572861   1.00000000362749E-015        -4435.2798215641        96889.7192851796        -4435.2798215641         296.44339734144         296.44339734144        27.5629787974161                       0     0.00131513821131402  -3.86615948331504E-009       0.627383502441026        9.29868603368695  -2.52530984289731E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170234472651998      0.0433283199420447        14339.1950415108    -0.00334080063686106        88.8472238078947        22.6763382031975        8890.41435700666        8623.41435768218                       1                       1                       1 
       6.24712356178089                    0.15                       0         1.1384111018959        14334.6519643046   1.00000000362749E-015       -4435.42974126846        96889.5691217034       -4435.42974126846        296.443420195053        296.443420195053        27.5616642385246                       0     0.00131507733088161  -3.95334309089572E-009       0.627407129744535        9.29823253229465  -2.58247978367756E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170230389739944      0.0429638226615801        14338.7657592353   -0.000792228566823191        88.8449841537746        22.6757940015268        8890.66397940873        8623.66398008425                       1                       1                       1 
       6.25112556278139                    0.15                       0        1.13840928670003        14334.2426713231   1.00000000362749E-015       -4435.57966097283        96889.4189582272       -4435.57966097283        296.443443048667        296.443443048667        27.5603496796331                       0     0.00131501645044921   -4.0405266984764E-009       0.627430757048045        9.29777903090235   -2.6396497244578E-005                       0                       0                       0                       0   1.83100000867853E-005     0.00017022630682789      0.0425993253811155        14338.3364769599     0.00175634350321468        88.8427444996545         22.675249799856        8890.91360181079        8623.91360248631                       1                       1                       1 
       6.25512756378189                    0.15                       0        1.13840743250796        14333.8531846597   1.00000000362749E-015       -4435.72982026959        96889.2687947509       -4435.72982026959         296.44346590228         296.44346590228        27.5590051716745                       0       0.001314950238499  -4.06254328310313E-009       0.627451313399794        9.29730805921335  -2.60820523615241E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170222116809631      0.0431996311583058        14337.9578285798     0.00189517230906172        88.8404224855633        22.6746928074364        8891.16322421285        8624.16322488837                       1                       1                       1 
       6.25912956478239                    0.15                       0        1.13840555779748        14333.4741193909   1.00000000362749E-015       -4435.88010563177        96889.1186312747       -4435.88010563177        296.443488755894        296.443488755894         27.557644905556                       0     0.00131488122130236  -4.05027134462629E-009       0.627470253927104          9.296827895272  -2.53013493576794E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170217870435795       0.044307582262226        14337.6058219894    0.000766082211314917        88.8380571365691        22.6741290849708        8891.41284661492        8624.41284729044                       1                       1                       1 
       6.26313156578289                    0.15                       0          1.138403683087        14333.0950541222   1.00000000362749E-015       -4436.03039099395        96888.9684677984       -4436.03039099395        296.443511609507        296.443511609507        27.5562846394376                       0     0.00131481220410571  -4.03799940614945E-009       0.627489194454414        9.29634773133065  -2.45206463538347E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170213624061959      0.0454155333661462         14337.253815399   -0.000363007886431887         88.835691787575        22.6735653625052        8891.66246901698         8624.6624696925                       1                       1                       1 
       6.26713356678339                    0.15                       0        1.13840180837652        14332.7159888534   1.00000000362749E-015       -4436.18067635613        96888.8183043222       -4436.18067635613        296.443534463121        296.443534463121        27.5549243733192                       0     0.00131474318690907  -4.02572746767261E-009       0.627508134981723         9.2958675673893  -2.37399433499899E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170209377688124      0.0465234844700666        14336.9018088086    -0.00149209798417894        88.8333264385808        22.6730016400396        8891.91209141905        8624.91209209456                       1                       1                       1 
       6.27113556778389                    0.15                       0        1.13839991431121        14332.3476778083   1.00000000362749E-015        -4436.3307272327        96888.6681379464        -4436.3307272327        296.443562262744        296.443562262744         27.553539044109                       0     0.00131467405518492  -3.95329629503322E-009       0.627528611705672        9.29538244865658  -2.35975210229069E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170205074635114      0.0470981454698598        14336.5615064495    -0.00154097190443202        88.8309350799147        22.6724292519887        8892.16171864106        8625.16171931658                       1                       1                       1 
       6.27513756878439                    0.15                       0        1.13839800978678        14331.9851782456   1.00000000362749E-015       -4436.48065139617        96888.5179700038       -4436.48065139617        296.443592735135        296.443592735135        27.5521401709119                       0     0.00131460486157106  -3.84835553449231E-009       0.627549918572782        9.29489465233582  -2.38000171437426E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170200740952768      0.0473846257463742        14336.2275290447    -0.00100612564809929        88.8285296655541         22.671852181085        8892.41134846772        8625.41134914324                       1                       1                       1 
       6.27913956978489                    0.15                       0        1.13839610526234        14331.6226786828   1.00000000362749E-015       -4436.63057555965        96888.3678020612       -4436.63057555965        296.443623207526        296.443623207526        27.5507412977149                       0     0.00131453566795719  -3.74341477395137E-009       0.627571225439891        9.29440685601507  -2.40025132645783E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170196407270421      0.0476711060228885        14335.8935516399   -0.000471279391766439        88.8261242511935        22.6712751101814        8892.66097829439        8625.66097896991                       1                       1                       1 
       6.28314157078539                    0.15                       0        1.13839420073791        14331.2601791201   1.00000000362749E-015       -4436.78049972312        96888.2176341186       -4436.78049972312        296.443653679917        296.443653679917        27.5493424245178                       0     0.00131446647434333  -3.63847401341046E-009       0.627592532307001        9.29391905969432   -2.4205009385414E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170192073588074      0.0479575862994028        14335.5595742351   6.35668645662898E-005        88.8237188368329        22.6706980392778        8892.91060812105        8625.91060879657                       1                       1                       1 
       6.28714357178589                    0.15                       0        1.13839233453301        14330.8915709916   1.00000000362749E-015       -4436.93049942219         96888.067469049       -4436.93049942219        296.443679251489        296.443679251489         27.547932246673                       0     0.00131440029162532  -3.63283097772708E-009       0.627615331807087          9.293429128992  -2.43871120009252E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170187709613775      0.0480284041468899        14335.2099223425     0.00101321553728423        88.8213061188061         22.670116385591         8893.1602331718        8626.16023384732                       1                       1                       1 
       6.29114557278639                    0.15                       0        1.13839048957984        14330.5195751073   1.00000000362749E-015       -4437.08054101249        96887.9173055728       -4437.08054101249        296.443702105103        296.443702105103        27.5465157987548                       0     0.00131433577870888  -3.68225794675726E-009       0.627638959110597        9.29293801436086  -2.45579054974144E-005                       0                       0                       0                       0   1.83100000867853E-005     0.00017018332883803      0.0479796188982784        14334.8515776833     0.00219290594146992        88.8188893491816        22.6695321900967        8893.40985557386        8626.40985624938                       1                       1                       1 
       6.29514757378689                    0.15                       0        1.13838864462666         14330.147579223   1.00000000362749E-015       -4437.23058260279        96887.7671420965       -4437.23058260279        296.443724958716        296.443724958716        27.5450993508366                       0     0.00131427126579243  -3.73168491578742E-009       0.627662586414107        9.29244689972972  -2.47286989939037E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170178948062286      0.0479308336496669        14334.4932330241     0.00337259634565535        88.8164725795571        22.6689479946024        8893.65947797593        8626.65947865145                       1                       1                       1 
        6.2991495747874                    0.15                       0        1.13838679967349        14329.7755833386   1.00000000362749E-015        -4437.3806241931        96887.6169786203        -4437.3806241931         296.44374781233         296.44374781233        27.5436829029183                       0     0.00131420675287599  -3.78111188481758E-009       0.627686213717616        9.29195578509859  -2.48994924903929E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170174567286541      0.0478820484010555        14334.1348883649     0.00455228674984079        88.8140558099327         22.668363799108        8893.90910037799        8626.90910105351                       1                       1                       1 
        6.3031515757879                    0.15                       0        1.13838495472036        14329.4014128028   1.00000000362749E-015       -4437.53058811679        96887.4668151467       -4437.53058811679        296.443770665943        296.443770665943        27.5423711224409                       0     0.00131414059193487  -3.80884412886672E-009       0.627706845105084        9.29150046975931  -2.46239593463723E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170170482784134      0.0479821886496781        14333.7381766073     0.00402632648582555        88.8118089352501         22.667819346905        8894.15872278006        8627.15872345557                       1                       1                       1 
       6.30715357678839                    0.15                       0        1.13838310976719        14329.0260041122   1.00000000362749E-015       -4437.68050782116        96887.3166516705       -4437.68050782116        296.443793519556        296.443793519556        27.5411189348695                       0      0.0013140734926898  -3.82422454161101E-009       0.627725770753739        9.29106553692795  -2.40943077575046E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170166566966345      0.0481671200973186        14333.3196202945     0.00252924773831962        88.8096587911161        22.6672975227308        8894.40834518212        8627.40834585764                       1                       1                       1 
       6.31115557778889                    0.15                       0        1.13838126481402        14328.6505954216   1.00000000362749E-015       -4437.83042752552        96887.1664881942       -4437.83042752552         296.44381637317         296.44381637317        27.5398667472981                       0     0.00131400639344472   -3.8396049543553E-009       0.627744696402394         9.2906306040966   -2.3564656168637E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170162651148556       0.048352051544959        14332.9010639817     0.00103216899081402        88.8075086469821        22.6667756985565        8894.65796758418         8627.6579682597                       1                       1                       1 
       6.31515757878939                    0.15                       0        1.13837941986085         14328.275186731   1.00000000362749E-015       -4437.98034722989         96887.016324718       -4437.98034722989        296.443839226783        296.443839226783        27.5386145597267                       0     0.00131393929419965  -3.85498536709959E-009       0.627763622051049        9.29019567126524  -2.30350045797694E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170158735330768      0.0485369829925994        14332.4825076688    -0.00046490975669158        88.8053585028481        22.6662538743823        8894.90758998625        8627.90759066177                       1                       1                       1 
        6.3191595797899                    0.15                       0          1.138377593655        14327.9079256994   1.00000000362749E-015       -4438.13026974896        96886.8673893173       -4438.13026974896        296.443862080826        296.443862080826        27.5373136654666                       0      0.0013138734225849  -3.96072785956226E-009       0.627784022442035        9.28973999485202  -2.36424675116955E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170154681875311      0.0478121605830269        14332.1157951459    -0.00219693676849664        88.8031085479394        22.6657143101134        8895.15721707437        8628.15721774989                       1                       1                       1 
       6.32316158079039                    0.15                       0        1.13837577840515        14327.5454261366   1.00000000362749E-015       -4438.28019391244        96886.7191716077       -4438.28019391244        296.443884935119        296.443884935119        27.5359843074114                       0     0.00131380826841343  -4.11927795456642E-009       0.627805284671853        9.28927219603783  -2.49144623100835E-005                       0                       0                       0                       0   1.83100000867853E-005    0.000170150547985528      0.0465556747659832        14331.7793799498    -0.00406627164409104        88.8008002643249        22.6651643786829        8895.40684690103        8628.40684757655                       1                       1                       1 
