       1.07653826913457                    0.15                       0        1.14088912109464        16071.7163528973   1.00000000362749E-015       -4223.21200952564        97101.7909504505       -4223.21200952564        296.447420106076        296.447420106076        33.3774337248609                       0     0.00159648426130123   9.25369692546433E-011       0.597292961079498        11.2882283366781   8.43791939083768E-007                       0                       0                       0                       0   1.83100000867853E-005     0.00018687171857728    -0.00012230326250381        16077.4624096307     0.00607681073277588        97.9979597284576        24.8925643033591        8568.14873640191        8301.14873707742                       1                       1                       1 
       1.08054027013507                    0.15                       0        1.14088724637022         16066.477900081   1.00000000362749E-015       -4223.40349375884        97101.5978816883       -4223.40349375884        296.447321073015        296.447321073015        33.3610428009567                       0     0.00159569542520294   2.73897756221386E-010       0.597320709976663        11.2826443956002   9.04407551546281E-007                       0                       0                       0                       0   1.83100000867853E-005     0.00018682731476228   -0.000293471563699082         16072.194460198       0.006564156667486        97.9736299715443        24.8866485063014        8568.39836066008         8301.3983613356                       1                       1                       1 
       1.08454227113557                    0.15                       0         1.1408853716458        16061.2394472647   1.00000000362749E-015       -4223.59497799204        97101.4048129262       -4223.59497799204        296.447222039953        296.447222039953        33.3446518770526                       0     0.00159490658910465   4.55258543188139E-010       0.597348458873827        11.2770604545224   9.65023164008798E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000186782910947279   -0.000464639864894364        16066.9265107653     0.00705150260219615        97.9493002146309        24.8807327092437        8568.64798491825        8301.64798559377                       1                       1                       1 
       1.08854427213607                    0.15                       0        1.14088349692138        16056.0009944485   1.00000000362749E-015       -4223.78646222524         97101.211744164       -4223.78646222524        296.447123006892        296.447123006892        33.3282609531485                       0     0.00159411775300637   6.36619330154882E-010       0.597376207770992        11.2714765134445   1.02563877647131E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000186738507132279   -0.000635808166089636        16061.6585613325     0.00753884853690626        97.9249704577175         24.874816912186        8568.89760917642        8301.89760985194                       1                       1                       1 
       1.09254627313657                    0.15                       0        1.14088158701329        16050.8259511254   1.00000000362749E-015       -4223.97765823361        97101.0198283044       -4223.97765823361        296.447028477346        296.447028477346        33.3120163936911                       0     0.00159333487822459   7.37860134520885E-010       0.597403560851369        11.2659423925636   1.00150528520412E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000186694481267838   3.07125916745333E-005        16056.4851496447      0.0064923512219529        97.9008456110096        24.8689517797486        8569.14723343459        8302.14723411011                       1                       1                       1 
       1.09654827413707                    0.15                       0        1.14087965277381        16045.6947587326   1.00000000362749E-015       -4224.16865491943        97100.8287097317       -4224.16865491943        296.446937062212        296.446937062212        33.2958730524405                       0     0.00159255612597697   7.83694313710511E-010       0.597430640204098         11.260442724812   9.18764189868387E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000186650716774781     0.00127653903758092        16051.3771157524     0.00438512618929005        97.8768624698112        24.8631216843787        8569.39685769277        8302.39685836829                       1                       1                       1 
       1.10055027513757                    0.15                       0        1.14087771853433        16040.5635663398   1.00000000362749E-015       -4224.35965160525        97100.6375911591       -4224.35965160525        296.446845647079        296.446845647079        33.2797297111899                       0     0.00159177737372934    8.2952849290014E-010       0.597457719556826        11.2549430570604   8.36023094532645E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000186606952281725     0.00252236548348738          16046.26908186     0.00227790115662708        97.8528793286128        24.8572915890087        8569.64648195094        8302.64648262646                       1                       1                       1 
       1.10455227613807                    0.15                       0        1.14087578429485        16035.4323739469   1.00000000362749E-015       -4224.55064829106        97100.4464725864       -4224.55064829106        296.446754231945        296.446754231945        33.2635863699394                       0     0.00159099862148171   8.75362672089767E-010       0.597484798909555        11.2494433893088   7.53281999196908E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000186563187788668     0.00376819192939377        16041.1610479677     0.00017067612396422        97.8288961874143        24.8514614936388        8569.89610620911        8302.89610688463                       1                       1                       1 
       1.10855427713857                    0.15                       0        1.14087390229344        16030.3593805991   1.00000000362749E-015       -4224.74185894368        97100.2553540137       -4224.74185894368        296.446662816811        296.446662816811        33.2475717435245                       0     0.00159022532772314   9.03992289875332E-010       0.597511582246622        11.2439882981111   1.10558234254993E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000186519735755397     0.00448512820097813        16036.1166335679    -0.00106340351028865        97.8050913524585        24.8456734674112        8570.14573046728         8303.1457311428                       1                       1                       1 
       1.11255627813907                    0.15                       0        1.14087205732655        16025.3276478716   1.00000000362749E-015       -4224.93322129003        97100.0642354411       -4224.93322129003        296.446571401678        296.446571401678        33.2316483699392                       0     0.00158945590376387   9.20424918246293E-010       0.597538155721333        11.2385648096375    1.7663095528816E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000186476505241464     0.00482711197030596        16031.1173227411     -0.0016784687367217         97.781412928372        24.8399152662349        8570.39535472546        8303.39535540097                       1                       1                       1 
       1.11655827913957                    0.15                       0        1.14087021235966        16020.2959151441   1.00000000362749E-015       -4225.12458363639        97099.8731168684       -4225.12458363639        296.446479986544        296.446479986544        33.2157249963538                       0      0.0015886864798046   9.36857546617256E-010       0.597564729196044        11.2331413211639    2.4270367632133E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000186433274727531     0.00516909573963381        16026.1180119144    -0.00229353396315479        97.7577345042857        24.8341570650586        8570.64497898363        8303.64497965915                       1                       1                       1 
       1.12056028014007                    0.15                       0        1.14086836739277        16015.2641824167   1.00000000362749E-015       -4225.31594598274        97099.6819982958       -4225.31594598274        296.446388571411        296.446388571411        33.1998016227685                       0     0.00158791705584534   9.53290174988218E-010       0.597591302670755        11.2277178326903   3.08776397354496E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000186390044213598     0.00551107950896165        16021.1187010876    -0.00290859918958785        97.7340560801993        24.8283988638822         8570.8946032418        8303.89460391732                       1                       1                       1 
       1.12456228114057                    0.15                       0        1.14086648795067        16010.2794403031   1.00000000362749E-015       -4225.50695620734        97099.4908789027       -4225.50695620734        296.446297155883        296.446297155883        33.1842041033536                       0       0.001587164340509   9.38818139589746E-010       0.597618160615043        11.2224066842314   3.71009878123877E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000186347680244793     0.00541247130607876        16016.1341924333    -0.00320315733091688        97.7108562358846        24.8227556208053        8571.14422857492        8304.14422925044                       1                       1                       1 
       1.12856428214107                    0.15                       0        1.14086458345456        16005.3288474033   1.00000000362749E-015       -4225.69771053785         97099.299758909       -4225.69771053785         296.44620574007         296.44620574007        33.1688433899674                       0     0.00158642376771082   9.01886721710306E-010       0.597645225290251        11.2171771759716   4.30453457350327E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000186305946015089     0.00499367244845354        16011.1604408608    -0.00326480318719422        97.6880041870445        24.8171959205322        8571.39385468923        8304.39385536475                       1                       1                       1 
       1.13256628314157                    0.15                       0        1.14086267895845        16000.3782545035   1.00000000362749E-015       -4225.88846486836        97099.1086389152       -4225.88846486836        296.446114324257        296.446114324257        33.1534826765813                       0     0.00158568319491264   8.64955303830869E-010       0.597672289965458        11.2119476677119   4.89897036576772E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000186264211785384     0.00457487359082834        16006.1866892883    -0.00332644904347155        97.6651521382043        24.8116362202591        8571.64348080354        8304.64348147905                       1                       1                       1 
       1.13656828414207                    0.15                       0        1.14086077446234        15995.4276616038   1.00000000362749E-015       -4226.07921919888        97098.9175189214       -4226.07921919888        296.446022908443        296.446022908443        33.1381219631951                       0     0.00158494262211445   8.28023885951432E-010       0.597699354640666        11.2067181594521   5.49340615803218E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000186222477555679     0.00415607473320315        16001.2129377158    -0.00338809489974888        97.6423000893641         24.806076519986        8571.89310691784        8304.89310759336                       1                       1                       1 
       1.14057028514257                    0.15                       0        1.14085888702959        15990.5255714441   1.00000000362749E-015       -4226.26955356752        97098.7275174744       -4226.26955356752         296.44593149302         296.44593149302        33.1228764720564                       0     0.00158421156275575   8.32002996786813E-010       0.597726657973921         11.201523329662   5.74980537336205E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000186181022483053     0.00308781662330821        15996.3001238026    -0.00404046829433331        97.6195845795459        24.8005555928405        8572.14273196832        8305.14273264384                       1                       1                       1 
       1.14457228614307                    0.15                       0        1.14085701230517        15985.6596048256   1.00000000362749E-015       -4226.45957515858        97098.5383490913       -4226.45957515858        296.445840077886        296.445840077886        33.1077167957331                       0     0.00158348758877466   8.66450811927125E-010       0.597754139053312         11.196354327589   5.75444386293313E-006                       0                       0                       0                       0   1.83100000867853E-005     0.00018613977532015     0.00153584871420469        15991.4326945419    -0.00513280795535632        97.5969707608696        24.7950635430167         8572.3923562265        8305.39235690202                       1                       1                       1 
       1.14857428714357                    0.15                       0        1.14085513758075         15980.793638207   1.00000000362749E-015       -4226.64959674964        97098.3491807081       -4226.64959674964        296.445748662752        296.445748662752        33.0925571194098                       0     0.00158276361479357   9.00898627067436E-010       0.597781620132702         11.191185325516   5.75908235250421E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000186098528157247  -1.61191948987332E-005        15986.5652652812    -0.00622514761637927        97.5743569421933        24.7895714931929        8572.64198048467        8305.64198116019                       1                       1                       1 
       1.15257628814407                    0.15                       0        1.14085326285633        15975.9276715885   1.00000000362749E-015        -4226.8396183407         97098.160012325        -4226.8396183407        296.445657247619        296.445657247619        33.0773974430864                       0     0.00158203964081249   9.35346442207747E-010       0.597809101212092        11.1860163234431   5.76372084207528E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000186057280994344    -0.00156808710400216        15981.6978360206    -0.00731748727740222         97.551743123517        24.7840794433691        8572.89160474284        8305.89160541836                       1                       1                       1 
       1.15657828914457                    0.15                       0        1.14085137125579        15971.1225344546   1.00000000362749E-015       -4227.02929431028        97097.9708439392       -4227.02929431028         296.44557015276         296.44557015276        33.0623371331477                       0     0.00158131578218791   9.38071816574358E-010       0.597835924124677        11.1808851238047   5.41553102777482E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000186016301640408    -0.00271829324062527        15976.9079643184    -0.00724848860969913        97.5292848348632        24.7786211457145        8573.14122900101        8306.14122967653                       1                       1                       1 
       1.16058029014507                    0.15                       0        1.14084946677384        15966.3638282595   1.00000000362749E-015       -4227.21870646712         97097.781675556       -4227.21870646712        296.445486355554        296.445486355554        33.0473526691638                       0     0.00158059201162744   9.16583598167896E-010       0.597862244660379           11.1757827786   4.79802554807801E-006                       0                       0                       0                       0   1.83100000867853E-005     0.00018597552670394    -0.00356184047664856        15972.1772920976    -0.00629304765392714        97.5069452615878        24.7731886109516        8573.39085325919         8306.3908539347                       1                       1                       1 
       1.16458229114557                    0.15                       0        1.14084756229189        15961.6051220644   1.00000000362749E-015       -4227.40811862395        97097.5925071729       -4227.40811862395        296.445402558348        296.445402558348        33.0323682051799                       0     0.00157986824106697   8.95095379761434E-010       0.597888565196081        11.1706804333953   4.18052006838121E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185934751767473    -0.00440538771267184        15967.4466198768    -0.00533760669815515        97.4846056883123        24.7677560761888        8573.64047751736        8306.64047819288                       1                       1                       1 
       1.16858429214607                    0.15                       0        1.14084565780994        15956.8464158693   1.00000000362749E-015       -4227.59753078079        97097.4033387897       -4227.59753078079        296.445318761142        296.445318761142         33.017383741196                       0      0.0015791444705065   8.73607161354973E-010       0.597914885731783        11.1655780881905    3.5630145886844E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185893976831005    -0.00524893494869513         15962.715947656    -0.00438216574238316        97.4622661150369        24.7623235414259        8573.89010177553        8306.89010245105                       1                       1                       1 
       1.17258629314657                    0.15                       0        1.14084375332005        15952.1566279889   1.00000000362749E-015       -4227.78694372772        97097.2141696173       -4227.78694372772        296.445239238026        296.445239238026        33.0025696582158                       0     0.00157842981181681   8.78168301213269E-010       0.597941506923829        11.1605347624785   3.32864890204506E-006                       0                       0                       0                       0   1.83100000867853E-005     0.00018585363790236    -0.00512055110191891        15958.0317615112    -0.00299721194110007        97.4401711605891        24.7569489561728        8574.13972707518        8307.13972775069                       1                       1                       1 
       1.17658829414707                    0.15                       0        1.14084184882394        15947.5207492626   1.00000000362749E-015       -4227.97635729297        97097.0249998276       -4227.97635729297        296.445163058182        296.445163058182        32.9878888499414                       0     0.00157772228058476    9.0310624919076E-010       0.597968363294774        11.1555376027443   3.39398231252762E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185813640025845    -0.00423190303362887        15953.3839377852    -0.00127628564628619        97.4182675508124        24.7516196999292        8574.38935318948          8307.389353865                       1                       1                       1 
       1.18059029514757                    0.15                       0        1.14083994432782        15942.8848705362   1.00000000362749E-015       -4228.16577085822        97096.8358300378       -4228.16577085822        296.445086878338        296.445086878338         32.973208041667                       0     0.00157701474935272    9.2804419716825E-010       0.597995219665719        11.1505404430101   3.45931572301018E-006                       0                       0                       0                       0   1.83100000867853E-005     0.00018577364214933    -0.00334325496533883        15948.7361140593    0.000444640648527681        97.3963639410356        24.7462904436856        8574.63897930379        8307.63897997931                       1                       1                       1 
       1.18459229614807                    0.15                       0        1.14083803983171        15938.2489918098   1.00000000362749E-015       -4228.35518442347        97096.6466602481       -4228.35518442347        296.445010698493        296.445010698493        32.9585272333926                       0     0.00157630721812068    9.5298214514574E-010       0.598022076036665        11.1455432832759   3.52464913349274E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185733644272815    -0.00245460689704879        15944.0882903333     0.00216556694334155        97.3744603312589         24.740961187442         8574.8886054181        8307.88860609362                       1                       1                       1 
       1.18859429714857                    0.15                       0        1.14083610230625        15933.6767328819   1.00000000362749E-015       -4228.54459720657        97096.4574912392       -4228.54459720657        296.444934518953        296.444934518953        32.9439300040839                       0      0.0015756041904957   9.24102082780461E-010       0.598049221372759        11.1405732347774   3.05286951579254E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185693858287474    -0.00296115127280307        15939.5197835687     0.00207012153019812        97.3526646457576        24.7356610260458        8575.13823050205        8308.13823117757                       1                       1                       1 
       1.19259629814907                    0.15                       0        1.14083413830924        15929.1554622605   1.00000000362749E-015       -4228.73400936341         97096.268322856       -4228.73400936341        296.444858339675        296.444858339675        32.9293997590451                       0     0.00157490477228927   8.52089793387088E-010       0.598076598300793        11.1356249145504    2.1506184712782E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185654242122029    -0.00458587872683619        15935.0148457845    0.000518929176732603        97.3309554560077        24.7303841826824        8575.38785476023        8308.38785543574                       1                       1                       1 
       1.19659829914957                    0.15                       0        1.14083217431223         15924.634191639   1.00000000362749E-015       -4228.92342152024        97096.0791544729       -4228.92342152024        296.444782160397        296.444782160397        32.9148695140063                       0     0.00157420535408284   7.80077503993715E-010       0.598103975228826        11.1306765943234   1.24836742676386E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185614625956585    -0.00621060618086931        15930.5099080003    -0.00103226317673291        97.3092462662578         24.725107339319         8575.6374790184        8308.63747969392                       1                       1                       1 
       1.20060030015008                    0.15                       0        1.14083021031522        15920.1129210176   1.00000000362749E-015       -4229.11283367708        97095.8899860897       -4229.11283367708        296.444705981119        296.444705981119        32.9003392689675                       0     0.00157350593587641   7.08065214600338E-010        0.59813135215686        11.1257282740963   3.46116382249474E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000185575009791141    -0.00783533363490252        15926.0049702161    -0.00258345553019852        97.2875370765078        24.7198304959555        8575.88710327657        8308.88710395209                       1                       1                       1 
       1.20460230115058                    0.15                       0        1.14082826265767        15915.6346171443   1.00000000362749E-015       -4229.30184427511        97095.7008177066       -4229.30184427511        296.444629801841        296.444629801841        32.8859679742788                       0     0.00157281272475448   6.50194088427097E-010       0.598158394126058        11.1208328937408   5.73295040085744E-008                       0                       0                       0                       0   1.83100000867853E-005    0.000185535798522232    -0.00907125247616978        15921.5371096424    -0.00433703388968431         97.266048534921        24.7146072460522        8576.13672753474        8309.13672821026                       1                       1                       1 
       1.20860430215108                    0.15                       0        1.14082632841819        15911.1915978773   1.00000000362749E-015       -4229.49052511087        97095.5116493234       -4229.49052511087        296.444553622563        296.444553622563        32.8717272104964                       0     0.00157212461092242   6.03935610042512E-010       0.598185161024717        11.1159809879125   2.72321846453757E-007                       0                       0                       0                       0   1.83100000867853E-005     0.00018549691975653    -0.00998788182410345        15917.0996971702    -0.00625682771664304        97.2447411908625        24.7094280073887        8576.38635179291        8309.38635246843                       1                       1                       1 
       1.21260630315158                    0.15                       0        1.14082439417871        15906.7485786103   1.00000000362749E-015       -4229.67920594664        97095.3224809403       -4229.67920594664        296.444477443285        296.444477443285        32.8574864467141                       0     0.00157143649709036   5.57677131657927E-010       0.598211927923376        11.1111290820842    4.8731418889894E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000185458040990827     -0.0109045111720371        15912.6622846981    -0.00817662154360177        97.2234338468041        24.7042487687252        8576.63597605109        8309.63597672661                       1                       1                       1 
       1.21660830415208                    0.15                       0        1.14082245993922        15902.3055593432   1.00000000362749E-015       -4229.86788678241        97095.1333125571       -4229.86788678241        296.444401264007        296.444401264007        32.8432456829317                       0      0.0015707483832583   5.11418653273339E-010       0.598238694822035        11.1062771762559   7.02306531344135E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000185419162225125     -0.0118211405199709        15908.2248722259     -0.0100964153705606        97.2021265027456        24.6990695300617        8576.88560030926        8309.88560098478                       1                       1                       1 
       1.22061030515258                    0.15                       0        1.14082055802028        15897.8998726603   1.00000000362749E-015       -4230.05630284767        97094.9441441766       -4230.05630284767        296.444320947705        296.444320947705        32.8292065996052                       0     0.00157007141119054   4.90088694548507E-010       0.598265130434735        11.1014939193505   9.97961437196953E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000185380820031651     -0.0119460180299144        15903.8139367559     -0.0100985922389658         97.181108751138        24.6939613966924        8577.13522456743        8310.13522524295                       1                       1                       1 
       1.22461230615308                    0.15                       0        1.14081868329586        15893.5255975737   1.00000000362749E-015       -4230.24449613606        97094.7549757935       -4230.24449613606        296.444237150499        296.444237150499        32.8153372098031                       0     0.00156940381378085   4.89733250438452E-010       0.598291287304019        11.0967684235116   1.36148615764001E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185342929308952     -0.0114047146017982        15899.4252790216    -0.00848729008078941        97.1603346620256         24.688913091163         8577.3848488256        8310.38484950112                       1                       1                       1 
       1.22861430715358                    0.15                       0        1.14081680857144        15889.1513224871   1.00000000362749E-015       -4230.43268942445        97094.5658074103       -4230.43268942445        296.444153353294        296.444153353294         32.801467820001                       0     0.00156873621637117   4.89377806328398E-010       0.598317444173304        11.0920429276728   1.72501087808308E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185305038586253     -0.0108634111736819        15895.0366212874    -0.00687598792261292        97.1395605729132        24.6838647856336        8577.63447308378         8310.6344737593                       1                       1                       1 
       1.23261630815408                    0.15                       0        1.14081493384702        15884.7770474006   1.00000000362749E-015       -4230.62088271284        97094.3766390272       -4230.62088271284        296.444069556088        296.444069556088        32.7875984301989                       0     0.00156806861896148   4.89022362218343E-010       0.598343601042588        11.0873174318339   2.08853559852613E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185267147863555     -0.0103221077455657        15890.6479635531    -0.00526468576443651        97.1187864838008        24.6788164801042        8577.88409734195        8310.88409801747                       1                       1                       1 
       1.23661830915458                    0.15                       0        1.14081302715264        15880.4498854304   1.00000000362749E-015       -4230.80907675257        97094.1885172352       -4230.80907675257        296.443989849745        296.443989849745        32.7737734768122                       0     0.00156740343792041    4.7026462663958E-010       0.598370045678623        11.0826076426741   2.45461585511608E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185229358433028     -0.0092876841687436         15886.326449382     -0.0047885878900716        97.0980747025326         24.673782729317        8578.13372259695        8311.13372327247                       1                       1                       1 
       1.24062031015508                    0.15                       0        1.14081109289877        15876.1633369988   1.00000000362749E-015       -4230.99727144031        97094.0012976494       -4230.99727144031          296.4439136699          296.4439136699        32.7599868294621                       0     0.00156674033989385   4.35642940588783E-010       0.598396738381933        11.0779113933255   2.82289885271313E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185191656320563    -0.00782816327483296        15882.0628158475    -0.00529107984325934        97.0774166332127        24.6687615253194        8578.38334871125        8311.38334938678                       1                       1                       1 
       1.24462231115558                    0.15                       0        1.14080915864491        15871.8767885671   1.00000000362749E-015       -4231.18546612805        97093.8140780637       -4231.18546612805        296.443837490056        296.443837490056        32.7462001821119                       0     0.00156607724186729   4.01021254537985E-010       0.598423431085244        11.0732151439769    3.1911818503102E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185153954208099    -0.00636864238092224        15877.7991823131    -0.00579357179644712        97.0567585638928        24.6637403213218        8578.63297482556        8311.63297550108                       1                       1                       1 
       1.24862431215608                    0.15                       0        1.14080722439105        15867.5902401355   1.00000000362749E-015       -4231.37366081579         97093.626858478       -4231.37366081579        296.443761310211        296.443761310211        32.7324135347618                       0     0.00156541414384072   3.66399568487189E-010       0.598450123788555        11.0685188946283   3.55946484790726E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185116252095634     -0.0049091214870116        15873.5355487787    -0.00629606374963486        97.0361004945729        24.6587191173243        8578.88260093987        8311.88260161539                       1                       1                       1 
       1.25262631315658                    0.15                       0        1.14080530594766        15863.3509603706   1.00000000362749E-015       -4231.56159584684        97093.4396396289       -4231.56159584684        296.443689176195        296.443689176195         32.718797865391                       0     0.00156475948998982   3.25977439439277E-010       0.598477100837559        11.0638811975496   4.11589441514198E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185079007318773    -0.00394043121820944        15869.2882436408    -0.00620513684344125        97.0156882726214        24.6537583632192        8579.13222606847        8312.13222674399                       1                       1                       1 
       1.25662831415708                    0.15                       0        1.14080340146571         15859.153421209   1.00000000362749E-015       -4231.74930158785        97093.2524214353       -4231.74930158785        296.443620614844        296.443620614844        32.7053331780033                       0     0.00156411229276216   2.80432866621297E-010        0.59850432897794        11.0592952050136   4.83846953892879E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185042166391766    -0.00340516252428051        15865.0553572942    -0.00559019712752978        96.9954931460218        24.6488509893541        8579.38185032664        8312.38185100216                       1                       1                       1 
       1.26063031515758                    0.15                       0        1.14080149698376        15854.9558820475   1.00000000362749E-015       -4231.93700732886        97093.0652032416       -4231.93700732886        296.443552053494        296.443552053494        32.6918684906156                       0      0.0015634650955345   2.34888293803315E-010       0.598531557118322        11.0547092124776   5.56104466271565E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000185005325464759    -0.00286989383035156        15860.8224709476    -0.00497525741161828        96.9752980194222         24.643943615489        8579.63147458482        8312.63147526034                       1                       1                       1 
       1.26463231615808                    0.15                       0        1.14079959250181        15850.7583428859   1.00000000362749E-015       -4232.12471306987         97092.877985048       -4232.12471306987        296.443483492144        296.443483492144         32.678403803228                       0     0.00156281789830683   1.89343720985336E-010       0.598558785258703        11.0501232199416   6.28361978650247E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000184968484537752    -0.00233462513642264         15856.589584601    -0.00436031769570681        96.9551028928227        24.6390362416239        8579.88109884299        8312.88109951851                       1                       1                       1 
       1.26863431715858                    0.15                       0        1.14079765677252        15846.6012482769   1.00000000362749E-015       -4232.31203484417        97092.6907668544       -4232.31203484417        296.443414930794        296.443414930794        32.6650246085071                       0     0.00156217298970156   1.97460203449342E-010       0.598585365016671        11.0455642250929   6.35275750619395E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000184931851493906    -0.00173496382219522        15852.4229966255    -0.00343466716196758        96.9350167568824        24.6341571153315        8580.13072310116        8313.13072377668                       1                       1                       1 
       1.27263631815908                    0.15                       0        1.14079569277551        15842.4807416012   1.00000000362749E-015       -4232.49900926411        97092.5035486607       -4232.49900926411        296.443346369444        296.443346369444        32.6517227543261                       0     0.00156153015148715   2.54120867826501E-010       0.598611358219538        11.0410296535696   5.83076930170146E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000184895406510603     -0.0010770477228233        15848.3163850501    -0.00222793760678678        96.9150292188154        24.6293035430815        8580.38034735933        8313.38034803485                       1                       1                       1 
       1.27663831915958                    0.15                       0        1.14079372877849        15838.3602349256   1.00000000362749E-015       -4232.68598368405        97092.3163304671       -4232.68598368405        296.443277808093        296.443277808093        32.6384209001452                       0     0.00156088731327274   3.10781532203657E-010       0.598637351422405        11.0364950820462     5.308781097209E-006                       0                       0                       0                       0   1.83100000867853E-005      0.0001848589615273   -0.000419131623451413        15844.2097734748    -0.00102120805160605        96.8950416807484        24.6244499708315        8580.62997161751        8313.62997229303                       1                       1                       1 
       1.28064032016008                    0.15                       0        1.14079176478148        15834.2397282499   1.00000000362749E-015       -4232.87295810399        97092.1291122735       -4232.87295810399        296.443209246743        296.443209246743        32.6251190459643                       0     0.00156024447505833   3.67442196580813E-010       0.598663344625272        11.0319605105229   4.78679289271654E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000184822516543996    0.000238784475920472        15840.1031618994    0.000185521503574683        96.8750541426814        24.6195963985816        8580.87959587568         8313.8795965512                       1                       1                       1 
       1.28464232116058                    0.15                       0        1.14078981622151        15830.1491914716   1.00000000362749E-015       -4233.06018629015        97091.9418933573       -4233.06018629015        296.443144638951        296.443144638951        32.6119169745345                       0     0.00155960789365693   4.44580103510681E-010       0.598689623653868         11.027460393925   4.91575639623815E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000184786335366381    0.000774596994226225        15836.0252549998     0.00188593837920147         96.855212819064        24.6147776506874        8581.12922109721        8314.12922177272                       1                       1                       1 
       1.28864432216108                    0.15                       0        1.14078788196765        15826.0864289511   1.00000000362749E-015       -4233.24764965138        97091.7546737716       -4233.24764965138        296.443083695075        296.443083695075         32.598807375552                       0     0.00155897711068889   5.40694805331119E-010        0.59871616756842        11.0229922079857   5.64797878405399E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000184750398667411     0.00119725192176734        15831.9739499278     0.00404387873388174        96.8355069977997        24.6099911758355        8581.37884721151        8314.37884788703                       1                       1                       1 
       1.29264632316158                    0.15                       0        1.14078594771379        15822.0236664305   1.00000000362749E-015       -4233.43511301261        97091.5674541859       -4233.43511301261          296.4430227512          296.4430227512        32.5856977765695                       0     0.00155834632772086   6.36809507151552E-010       0.598742711482973        11.0185240220464   6.38020117186979E-006                       0                       0                       0                       0   1.83100000867853E-005     0.00018471446196844     0.00161990684930844        15827.9226448558      0.0062018190885619        96.8158011765355        24.6052047009837        8581.62847332582        8314.62847400134                       1                       1                       1 
       1.29664832416208                    0.15                       0        1.14078401345992        15817.9609039099   1.00000000362749E-015       -4233.62257637384        97091.3802346002       -4233.62257637384        296.442961807324        296.442961807324        32.5725881775869                       0     0.00155771554475282   7.32924208971984E-010       0.598769255397525        11.0140558361072   7.11242355968559E-006                       0                       0                       0                       0   1.83100000867853E-005     0.00018467852526947     0.00204256177684953        15823.8713397839     0.00835975944324205        96.7960953552713        24.6004182261318        8581.87809944013        8314.87810011565                       1                       1                       1 
