      0.408204102051026                    0.15                       0        1.14152852299305        79936.3311425562   1.00000000362749E-015       -4152.09334486827        97172.9043009306       -4152.09334486827        296.498365135779        296.498365135779        267.112243652344                       0     0.00154278278088695  -6.79256667200986E-011       0.489078051437768        13.0974686037151  -2.64075687213345E-006                       0                       0                       0                       0   1.83100000867853E-005   8.31101880737922E-005     0.00248814002535704        80030.0286319789      0.0107704962202727        10.5589275899162         11.068505321631        10231.5638754587        9914.56387613419                       1                       1                       1 
      0.412206103051526                    0.15                       0        1.14152702271151        79837.9969866801   1.00000000362749E-015       -4152.33841942947        97172.6584948036       -4152.33841942947        296.497999352851        296.497999352851        267.112243652344                       0     0.00154062410291807  -1.20369349484435E-010       0.489107047950574        13.0791425932962  -3.33980568034596E-006                       0                       0                       0                       0   1.83100000867853E-005   8.31100616200958E-005     0.00525246003681544        79931.6499968989     0.00994834919370907        10.5515347740366        11.0684810313585        10231.8635248326        9914.86352550812                       1                       1                       1 
      0.416208104052026                    0.15                       0        1.14152548342766        79741.7879715522   1.00000000362749E-015       -4152.58213644806        97172.4152443128       -4152.58213644806        296.497653537726        296.497653537726        267.112148803168                       0     0.00153851403961855  -1.36532968960017E-010       0.489135820245882        13.0612304336319  -3.15956680401657E-006                       0                       0                       0                       0   1.83100000867853E-005   8.31099066012737E-005     0.00624545944164698        79835.3415499433     0.00871001789158715        10.5443001350912         11.068457521066        10232.1631745716        9915.16317524708                       1                       1                       1 
      0.420210105052526                    0.15                       0        1.14152391170064         79647.346705786   1.00000000362749E-015       -4152.82472422667        97172.1741196691       -4152.82472422667        296.497324332357        296.497324332357         267.11197505589                       0     0.00153644441531742  -1.22517582424179E-010       0.489164406031102        13.0436625262813  -2.24791135810962E-006                       0                       0                       0                       0   1.83100000867853E-005    8.3109727821511E-005     0.00576503130039304        79740.7551411878     0.00712548961027325        10.5371970720242        11.0684346595821        10232.4628246141        9915.46282528967                       1                       1                       1 
      0.424212106053027                    0.15                       0        1.14152233997362        79552.9054400198   1.00000000362749E-015       -4153.06731200529        97171.9329950255       -4153.06731200529        296.496995126988        296.496995126988        267.111801308612                       0      0.0015343747910163  -1.08502195888341E-010       0.489192991816321        13.0260946189306  -1.33625591220267E-006                       0                       0                       0                       0   1.83100000867853E-005   8.31095490417482E-005     0.00528460315913911        79646.1687324322     0.00554096132895935        10.5300940089572        11.0684117980981        10232.7624746567        9915.76247533225                       1                       1                       1 
      0.428214107053527                    0.15                       0        1.14152076824659        79459.2277243036   1.00000000362749E-015        -4153.3095639292        97171.6918703819        -4153.3095639292        296.496665921619        296.496665921619        267.111700075385                       0     0.00153231983480853  -9.26779107677757E-011       0.489221598100476        13.0086511065855  -6.27113069397858E-007                       0                       0                       0                       0   1.83100000867853E-005   8.31093716269858E-005     0.00532446564814188        79552.3971676784      0.0052792085854539        10.5230376983764        11.0683889962481        10233.0621246993        9916.06212537484                       1                       1                       1 
      0.432216108054027                    0.15                       0        1.14151919651957        79368.4454664793   1.00000000362749E-015       -4153.55054225934        97171.4507457382       -4153.55054225934         296.49633671625         296.49633671625        267.111873822663                       0     0.00153032050147754  -6.99930822002598E-011       0.489250282118635        12.9916793124292  -6.85911086412363E-007                       0                       0                       0                       0   1.83100000867853E-005   8.31091993879461E-005     0.00733732205481171        79461.7155735402      0.0100335834789695        10.5161586778522        11.0683664205327        10233.3617747419        9916.36177541743                       1                       1                       1 
      0.436218109054527                    0.15                       0        1.14151762479255        79277.6632086551   1.00000000362749E-015       -4153.79152058949        97171.2096210945       -4153.79152058949        296.496007510881        296.496007510881        267.112047569941                       0     0.00152832116814654   -4.7308253632744E-011       0.489278966136794        12.9747075182728  -7.44709103426868E-007                       0                       0                       0                       0   1.83100000867853E-005   8.31090271489064E-005     0.00935017846148154        79371.0339794021      0.0147879583724852         10.509279657328        11.0683438448172        10233.6614247845        9916.66142546002                       1                       1                       1 
      0.440220110055027                    0.15                       0        1.14151605306553        79186.8809508307   1.00000000362749E-015       -4154.03249891964        97170.9684964509       -4154.03249891964        296.495678305512        296.495678305512        267.112221317219                       0     0.00152632183481554  -2.46234250652278E-011       0.489307650154952        12.9577357241165  -8.03507120441373E-007                       0                       0                       0                       0   1.83100000867853E-005   8.31088549098667E-005      0.0113630348681514         79280.352385264      0.0195423332660008        10.5024006368038        11.0683212691018        10233.9610748271         9916.9610755026                       1                       1                       1 
      0.444222111055528                    0.15                       0        1.14151441908341        79099.0447378357   1.00000000362749E-015       -4154.27283925791        97170.7273722762       -4154.27283925791        296.495373007912        296.495373007912        267.112243652344                       0     0.00152439452175247  -6.70590501155526E-012       0.489336108431607        12.9413691121489  -6.82257684283214E-007                       0                       0                       0                       0   1.83100000867853E-005   8.31086883711639E-005       0.012824386292212        79192.3883473132      0.0178498033833216        10.4957547241576        11.0683001876259         10234.260724287        9917.26072496249                       1                       1                       1 
      0.448224112056028                    0.15                       0        1.14151277591792        79011.6431020868   1.00000000362749E-015       -4154.51308548447        97170.4862481706       -4154.51308548447        296.495071236997        296.495071236997        267.112243652344                       0     0.00152247783255367    1.0508581822679E-011       0.489364533408588          12.92509177189   -5.3444794468521E-007                       0                       0                       0                       0   1.83100000867853E-005    8.3108522673217E-005      0.0142043799106573        79104.8251818236      0.0152062805240207         10.489143197749        11.0682793265683        10234.5603736609        9917.56037433643                       1                       1                       1 
      0.452226113056528                    0.15                       0        1.14151113275243        78924.2414663379   1.00000000362749E-015       -4154.75333171104         97170.245124065       -4154.75333171104        296.494769466082        296.494769466082        267.112243652344                       0     0.00152056114335488   2.77230686569133E-011        0.48939295838557        12.9088144316311  -3.86638205087207E-007                       0                       0                       0                       0   1.83100000867853E-005     8.310835697527E-005      0.0155843735291026         79017.262016334      0.0125627576647199        10.4825316713405        11.0682584655107        10234.8600230348        9917.86002371037                       1                       1                       1 
      0.456228114057029                    0.15                       0        1.14150945141939        78838.5105413606   1.00000000362749E-015       -4154.99224945089        97170.0065008919       -4154.99224945089        296.494477465198        296.494477465198        267.112243652344                       0     0.00151867738085584   3.41699213818972E-011       0.489421249816859        12.8928149173232  -5.85963308560283E-007                       0                       0                       0                       0   1.83100000867853E-005   8.31081703122035E-005      0.0175309215230535        78931.4345934461        0.01059462323518        10.4760257793467          11.06823775709         10235.159672766        9918.15967344151                       1                       1                       1 
      0.460230115057529                    0.15                       0        1.14150773680809        78754.2363078988   1.00000000362749E-015       -4155.23000888409        97169.7700582802       -4155.23000888409        296.494193982796        296.494193982796        267.112243652344                       0     0.00151682232715385   3.12287243297203E-011       0.489449424809789        12.8770576395023  -1.08795416011931E-006                       0                       0                       0                       0   1.83100000867853E-005   8.31079653695486E-005      0.0199714463315919         78847.120562713     0.00921535016805908        10.4696119900211        11.0682171817544        10235.4593228086        9918.45932348409                       1                       1                       1 
      0.464232116058029                    0.15                       0        1.14150602219679        78669.9620744369   1.00000000362749E-015        -4155.4677683173        97169.5336156685        -4155.4677683173        296.493910500395        296.493910500395        267.112243652344                       0     0.00151496727345187   2.82875272775434E-011       0.489477599802719        12.8613003616815  -1.58994501167833E-006                       0                       0                       0                       0   1.83100000867853E-005   8.31077604268938E-005      0.0224119711401303        78762.8065319798     0.00783607710093814        10.4631982006955        11.0681966064189        10235.7589728512        9918.75897352668                       1                       1                       1 
      0.468234117058529                    0.15                       0        1.14150430054955        78586.2666298277   1.00000000362749E-015         -4155.705210601        97169.2971731607         -4155.705210601        296.493630620907        296.493630620907        267.112243652344                       0     0.00151312510513411   1.70493251210447E-011       0.489505737840576        12.8456560156218  -2.11155682249273E-006                       0                       0                       0                       0   1.83100000867853E-005   8.31075735226696E-005      0.0248993367667128        78679.0542274488     0.00698541788992687        10.4568278165053        11.0681762562663         10236.058622762        9919.05862343755                       1                       1                       1 
       0.47223611805903                    0.15                       0        1.14150255022109        78504.9305528902   1.00000000362749E-015       -4155.94136005878        97169.0607310765       -4155.94136005878        296.493365428284        296.493365428284        267.112243652344                       0     0.00151133546265589  -2.80103436369937E-011       0.489533725235443        12.8304720233936  -2.71314583878635E-006                       0                       0                       0                       0   1.83100000867853E-005   8.31074601503901E-005      0.0275776155901519        78597.5917359317     0.00828960766277109        10.4506343685518        11.0681568240483         10236.358272136        9919.35827281149                       1                       1                       1 
       0.47623811905953                    0.15                       0        1.14150079989263        78423.5944759527   1.00000000362749E-015       -4156.17750951656        97168.8242889924       -4156.17750951656        296.493100235662        296.493100235662        267.112243652344                       0     0.00150954582017767  -7.30700123950315E-011       0.489561712630309        12.8152880311654  -3.31473485507996E-006                       0                       0                       0                       0   1.83100000867853E-005   8.31073467781106E-005      0.0302558944135909        78516.1292444146     0.00959379743561529        10.4444409205983        11.0681373918303        10236.6579215099        9919.65792218542                       1                       1                       1 
       0.48024012006003                    0.15                       0        1.14149904956417        78342.2583990152   1.00000000362749E-015       -4156.41365897434        97168.5878469083       -4156.41365897434         296.49283504304         296.49283504304        267.112243652344                       0     0.00150775617769945  -1.18129681153069E-010       0.489589700025176        12.8001040389373  -3.91632387137357E-006                       0                       0                       0                       0   1.83100000867853E-005   8.31072334058312E-005      0.0329341732370299        78434.6667528975      0.0108979872084595        10.4382474726448        11.0681179596122        10236.9575708838        9919.95757155935                       1                       1                       1 
       0.48424212106053                    0.15                       0        1.14149726852093        78263.3112459417   1.00000000362749E-015       -4156.64968309116        97168.3514043706       -4156.64968309116        296.492577712035        296.492577712035        267.112243652344                       0     0.00150601637788444  -1.11350144299784E-010       0.489617579983733         12.785297154031  -3.75717099013867E-006                       0                       0                       0                       0   1.83100000867853E-005   8.31070169371633E-005      0.0356113045175615        78355.7401121641      0.0122169087460933        10.4321972509565        11.0680990187398        10237.2572208326        9920.25722150817                       1                       1                       1 
      0.488244122061031                    0.15                       0        1.14149548246749        78184.7537734486   1.00000000362749E-015       -4156.88568676239        97168.1149617588       -4156.88568676239        296.492321663415        296.492321663415        267.112243652344                       0     0.00150428470838163  -9.61143832788255E-011       0.489645442417312         12.770551782644  -3.47392382120705E-006                       0                       0                       0                       0   1.83100000867853E-005   8.31067836513754E-005       0.038288239172679        78277.2271189742      0.0135382333095307         10.426170392247        11.0680801580156        10237.5568708752        9920.55687155076                       1                       1                       1 
      0.492246123061531                    0.15                       0        1.14149369641406        78106.1963009555   1.00000000362749E-015       -4157.12169043363        97167.8785191471       -4157.12169043363        296.492065614794        296.492065614794        267.112243652344                       0     0.00150255303887882  -8.08786222578673E-011       0.489673304850891         12.755806411257  -3.19067665227543E-006                       0                       0                       0                       0   1.83100000867853E-005   8.31065503655874E-005      0.0409651738277965        78198.7141257844      0.0148595578729681        10.4201435335375        11.0680612972913        10237.8565209178        9920.85652159335                       1                       1                       1 
      0.496248124062031                    0.15                       0        1.14149189169744        78029.0089593754   1.00000000362749E-015        -4157.3570057519        97167.6433000605        -4157.3570057519        296.491819123098        296.491819123098        267.112243652344                       0     0.00150084796581854  -1.16993217995606E-010       0.489701055260215        12.7413264031426  -3.03984815861188E-006    3.8689480752858E-013                       0                       0                       0   1.83100000867853E-005   8.31064116370368E-005      0.0419609473706358        78121.5627004248      0.0142344035244988        10.4142191170918        11.0680425859121         10238.156170611        9921.15617128654                       1                       1                       1 
      0.500250125062531                    0.15                       0          1.141490069927        77953.0735942009   1.00000000362749E-015       -4157.59169207797        97167.4091989871       -4157.59169207797        296.491581364195        296.491581364195        267.112243652344                       0      0.0014991671956124  -2.00029686498002E-010       0.489728703305687        12.7270888742385  -3.01001537426392E-006   1.12731858928464E-012                       0                       0                       0   1.83100000867853E-005   8.31063593113694E-005      0.0414205189469359        78045.6554273792      0.0118306079896983        10.4083883086184        11.0680240109978         10238.455819985        9921.45582066047                       1                       1                       1 
      0.504252126063031                    0.15                       0        1.14148824815656        77877.1382290265   1.00000000362749E-015       -4157.82637840404        97167.1750979137       -4157.82637840404        296.491343605293        296.491343605293        267.112243652344                       0     0.00149748642540626  -2.83066155000395E-010       0.489756351351158        12.7128513453343  -2.98018258991597E-006   1.86774237104068E-012                       0                       0                       0   1.83100000867853E-005   8.31063069857019E-005      0.0408800905232359        77969.7481543335     0.00942681245489791        10.4025575001451        11.0680054360836        10238.7554693589        9921.75547003441                       1                       1                       1 
      0.508254127063532                    0.15                       0        1.14148641314664        77801.6613102798   1.00000000362749E-015       -4158.06065825196        97166.9409966493       -4158.06065825196         296.49110754066         296.49110754066        267.112243652344                       0     0.00149581704316737  -3.62095586049395E-010        0.48978398618144        12.6987003813058  -3.01866806905483E-006   2.47071481262621E-012                       0                       0                       0   1.83100000867853E-005   8.31062239564117E-005       0.041073514570408         77894.270264419     0.00685464139020128        10.3967602055157        11.0679870729623        10239.0551189806        9922.05511965614                       1                       1                       1 
      0.512256128064032                    0.15                       0        1.14148451992577        77728.2000656015   1.00000000362749E-015       -4158.29315091806        97166.7068945312       -4158.29315091806        296.490878925311        296.490878925311        267.112243652344                       0     0.00149419773095178  -4.23507170007445E-010       0.489811562908006        12.6849300214819  -3.35752147400626E-006   2.46935147800234E-012                       0                       0                       0   1.83100000867853E-005   8.31060059318243E-005      0.0444934372251467        77820.6802635757      0.0035421100425215        10.3911102629154        11.0679696410419        10239.3547696919        9922.35477036739                       1                       1                       1 
      0.516258129064532                    0.15                       0        1.14148262670491        77654.7388209232   1.00000000362749E-015       -4158.52564358416         97166.472792413       -4158.52564358416        296.490650309961        296.490650309961        267.112243652344                       0      0.0014925784187362  -4.84918753965498E-010       0.489839139634571         12.671159661658   -3.6963748789577E-006   2.46798814337848E-012                       0                       0                       0   1.83100000867853E-005   8.31057879072369E-005      0.0479133598798856        77747.0902627324    0.000229578694841632        10.3854603203152        11.0679522091215        10239.6544204031        9922.65442107863                       1                       1                       1 
      0.520260130065032                    0.15                       0        1.14148073348404        77581.2775762449   1.00000000362749E-015       -4158.75813625025        97166.2386902949       -4158.75813625025        296.490421694611        296.490421694611        267.112243652344                       0     0.00149095910652061  -5.46330337923549E-010       0.489866716361136        12.6573893018342  -4.03522828390913E-006   2.46662480875462E-012                       0                       0                       0   1.83100000867853E-005   8.31055698826495E-005      0.0513332825346243        77673.5002618892    -0.00308295265283815        10.3798103777149         11.067934777201        10239.9540711144        9922.95407178987                       1                       1                       1 
      0.524262131065533                    0.15                       0        1.14147887056448         77509.784100773   1.00000000362749E-015       -4158.99050395176        97166.0065744222       -4158.99050395176        296.490200835447        296.490200835447        267.112243652344                       0     0.00148938320039185  -6.13982815776991E-010       0.489894512616074        12.6440246937228  -5.12151927431595E-006   1.83963603781384E-012                       0                       0                       0   1.83100000867853E-005   8.31054627994938E-005      0.0567577913092995        77601.8879577872    -0.00272434023969979        10.3743182285613        11.0679178300532        10240.2537206915        9923.25372136697                       1                       1                       1 
      0.528264132066033                    0.15                       0        1.14147701307306        77438.6431255815   1.00000000362749E-015        -4159.2228492671        97165.7748143595        -4159.2228492671        296.489981365691        296.489981365691        267.112243652344                       0     0.00148781506990585  -6.82753254341474E-010       0.489922348196737         12.630732770839  -6.34170301256059E-006   1.10057558459723E-012                       0                       0                       0   1.83100000867853E-005   8.31053755900481E-005      0.0625413900306043         77530.629932059    -0.00170808856832028        10.3688543460867        11.0679009697464        10240.5533700654        9923.55337074091                       1                       1                       1 
      0.532266133066533                    0.15                       0        1.14147515558163          77367.50215039   1.00000000362749E-015       -4159.45519458243        97165.5430542969       -4159.45519458243        296.489761895934        296.489761895934        267.112243652344                       0     0.00148624693941984  -7.51523692905954E-010       0.489950183777401        12.6174408479552   -7.5618867508052E-006   3.61515131380641E-013                       0                       0                       0   1.83100000867853E-005   8.31052883806023E-005      0.0683249887519089        77459.3719063308   -0.000691836896940802        10.3633904636122        11.0678841094396        10240.8530194393        9923.85302011485                       1                       1                       1 
      0.536268134067034                    0.15                       0        1.14147324334659        77297.4649831036   1.00000000362749E-015       -4159.68753989826        97165.3112942316       -4159.68753989826        296.489551769081        296.489551769081        267.112243652344                       0     0.00148469989020075  -7.99347993898276E-010        0.48997766352487        12.6043322795069  -8.32154696652185E-006   2.35141658949045E-014                       0                       0                       0   1.83100000867853E-005    8.3105227901294E-005      0.0727587155576854        77389.2667199842     0.00123031137328249        10.3579970908439        11.0678675410985        10241.1526688133        9924.15266948878                       1                       1                       1 
      0.540270135067534                    0.15                       0        1.14147127869219        77228.4847608195   1.00000000362749E-015        -4159.9198852136        97165.0795341689        -4159.9198852136        296.489350588471        296.489350588471        267.112243652344                       0     0.00148317302722448  -8.27115331854707E-010       0.490004802546248        12.5913992811204   -8.6402358990842E-006   6.95426628453119E-014                       0                       0                       0   1.83100000867853E-005   8.31051930175157E-005      0.0758998876075386        77320.2654286035     0.00401991647283763        10.3526712342708        11.0678512523275        10241.4523181872        9924.45231886271                       1                       1                       1 
      0.544272136068034                    0.15                       0         1.1414693140378        77159.5045385354   1.00000000362749E-015       -4160.15223052894        97164.8477741063       -4160.15223052894        296.489149407861        296.489149407861        267.112243652344                       0     0.00148164616424821  -8.54882669811139E-010       0.490031941567627        12.5784662827338  -8.95892483164656E-006   1.15571159795721E-013                       0                       0                       0   1.83100000867853E-005   8.31051581337374E-005      0.0790410596573918        77251.2641372228     0.00680952157239284        10.3473453776976        11.0678349635565        10241.7519675611        9924.75196823665                       1                       1                       1 
      0.548274137068534                    0.15                       0        1.14146736178501        77090.8802916286   1.00000000362749E-015       -4160.38422040155        97164.6164202896       -4160.38422040155        296.488948227095        296.488948227095        267.112243652344                       0     0.00148012849947401   -8.8399185956911E-010       0.490059105416344        12.5656010945985  -9.26222202901479E-006   1.77528295370692E-013                       0                       0                       0   1.83100000867853E-005    8.3105096753963E-005      0.0823448388731675         77182.606628366     0.00908898491239099        10.3420458612288        11.0678187739979        10242.0516171672        9925.05161784276                       1                       1                       1 
      0.552276138069035                    0.15                       0        1.14146546856414        77023.9504960469   1.00000000362749E-015       -4160.61451836029        97164.3870002138       -4160.61451836029        296.488747045588        296.488747045588        267.112243652344                       0     0.00147865461837921  -9.19487340944629E-010       0.490086387443435         12.553058684972   -9.4922499600812E-006   3.15302548299334E-013                       0                       0                       0   1.83100000867853E-005   8.31049092528179E-005      0.0864226535460047        77115.5855329582     0.00894018456172719        10.3368717243252        11.0678030566926        10242.3512678785          9925.351268554                       1                       1                       1 
      0.556278139069535                    0.15                       0        1.14146357534328        76957.0207004653   1.00000000362749E-015       -4160.84481631903         97164.157580138       -4160.84481631903         296.48854586408         296.48854586408        267.112243652344                       0      0.0014771807372844  -9.54982822320147E-010       0.490113669470526        12.5405162753456   -9.7222778911476E-006   4.53076801227973E-013                       0                       0                       0   1.83100000867853E-005   8.31047217516727E-005      0.0905004682188419        77048.5644375505     0.00879138421106339        10.3316975874217        11.0677873393873        10242.6509185897        9925.65091926524                       1                       1                       1 
      0.560280140070035                    0.15                       0        1.14146168212241        76890.0909048837   1.00000000362749E-015       -4161.07511427777        97163.9281600622       -4161.07511427777        296.488344682572        296.488344682572        267.112243652344                       0      0.0014757068561896  -9.90478303695667E-010       0.490140951497617        12.5279738657191  -9.95230582221401E-006   5.90851054156615E-013                       0                       0                       0   1.83100000867853E-005   8.31045342505275E-005      0.0945782828916792        76981.5433421428     0.00864258386039959        10.3265234505182        11.0677716220821         10242.950569301        9925.95056997649                       1                       1                       1 
      0.564282141070535                    0.15                       0        1.14145969927841        76824.8158705248   1.00000000362749E-015       -4161.30455475084        97163.6987408428       -4161.30455475084        296.488158798703        296.488158798703        267.112243652344                       0     0.00147426510391131  -1.02711752356091E-009       0.490168352929846        12.5157238168196  -9.37342565876402E-006   4.59660754239818E-013                       0                       0                       0   1.83100000867853E-005   8.31044452207909E-005      0.0928401863888297        76916.1907144312     0.00575588342738569        10.3214626254809        11.0677561438493        10243.2502188937        9926.25021956922                       1                       1                       1 
      0.568284142071036                    0.15                       0        1.14145769890303        76759.8645277137   1.00000000362749E-015       -4161.53382748959        97163.4693217909       -4161.53382748959        296.487975907239        296.487975907239        267.112243652344                       0     0.00147282963643419   -1.0639802015024E-009       0.490195777719136        12.5035309573247  -8.63631030220768E-006   2.75858619232254E-013                       0                       0                       0   1.83100000867853E-005   8.31043754532343E-005      0.0899644190545445        76851.1644592766     0.00233361182219858        10.3164239656592        11.0677407123821        10243.5498682676        9926.54986894315                       1                       1                       1 
      0.572286143071536                    0.15                       0        1.14145569852765        76694.9131849025   1.00000000362749E-015       -4161.76310022833         97163.239902739       -4161.76310022833        296.487793015776        296.487793015776        267.112243652344                       0     0.00147139416895706   -1.1008428794439E-009       0.490223202508427        12.4913380978299  -7.89919494565133E-006   9.20564842246844E-014                       0                       0                       0   1.83100000867853E-005   8.31043056856777E-005      0.0870886517202592         76786.138204122    -0.00108865978298862        10.3113853058374        11.0677252809148        10243.8495176416        9926.84951831709                       1                       1                       1 
      0.576288144072036                    0.15                       0        1.14145369815227        76630.8978376986   1.00000000362749E-015       -4161.99222690036         97163.010483687       -4161.99222690036        296.487610124312        296.487610124312        267.112243652344                       0     0.00146997778559502  -1.15733208549577E-009       0.490250310807864        12.4793172661341  -7.99370041412149E-006   3.65788184898686E-013                       0                       0                       0   1.83100000867853E-005    8.3104216328968E-005       0.086437051901875        76722.0911802436    -0.00343275782398689        10.3064136883586        11.0677099920909        10244.1491670155        9927.14916769102                       1                       1                       1 
      0.580290145072536                    0.15                       0        1.14145169777688        76567.8216444853   1.00000000362749E-015       -4162.22120701276        97162.7810646352       -4162.22120701276        296.487427232849        296.487427232849        267.112243652344                       0     0.00146858055073891  -1.23351393303011E-009         0.4902771015496        12.4674690427409  -8.92263267408579E-006   1.09859722251578E-012                       0                       0                       0   1.83100000867853E-005   8.31041073171608E-005      0.0880171140354098         76659.026692084    -0.00469505141164743        10.3015093394554        11.0676948463915        10244.4488163894        9927.44881706496                       1                       1                       1 
      0.584292146073037                    0.15                       0         1.1414496974015         76504.745451272   1.00000000362749E-015       -4162.45018712517        97162.5516455832       -4162.45018712517        296.487244341385        296.487244341385        267.112243652344                       0     0.00146718331588281  -1.30969578056445E-009       0.490303892291336        12.4556208193477  -9.85156493405006E-006   1.83140626013286E-012                       0                       0                       0   1.83100000867853E-005   8.31039983053536E-005      0.0895971761689445        76595.9622039244    -0.00595734499930793        10.2966049905523        11.0676797006922        10244.7484657634        9927.74846643889                       1                       1                       1 
      0.588294147073537                    0.15                       0        1.14144768545648        76441.9573039145   1.00000000362749E-015       -4162.67904894522        97162.3222263655       -4162.67904894522        296.487064411245        296.487064411245        267.112243652344                       0      0.0014657930898693  -1.37444687496053E-009       0.490330730771353        12.4438283000238  -1.08065717449653E-005   2.44537023646778E-012                       0                       0                       0   1.83100000867853E-005    8.3103884704147E-005      0.0921288355035589         76533.167945236    -0.00674100852019996        10.2917224326651        11.0676646938007        10245.0481153538        9928.04811602937                       1                       1                       1 
      0.592296148074037                    0.15                       0        1.14144561362988        76380.6600052958   1.00000000362749E-015       -4162.90729851042        97162.0928062897       -4162.90729851042        296.486899808193        296.486899808193        267.112243652344                       0     0.00146443913973954  -1.38003481958601E-009       0.490357816332127        12.4323240898544  -1.18965401570726E-005    2.4442187248767E-012                       0                       0                       0   1.83100000867853E-005   8.31037473486569E-005      0.0995857234653668        76471.7723237276    -0.00504741006020924        10.2869526591615        11.0676504053413        10245.3477660651        9928.34776674061                       1                       1                       1 
      0.596298149074537                    0.15                       0        1.14144354180327         76319.362706677   1.00000000362749E-015       -4163.13554807563        97161.8633862139       -4163.13554807563        296.486735205142        296.486735205142        267.112243652344                       0     0.00146308518960978  -1.38562276421149E-009       0.490384901892902        12.4208198796851  -1.29865085691799E-005   2.44306721328562E-012                       0                       0                       0   1.83100000867853E-005   8.31036099931669E-005       0.107042611427175        76410.3767022193    -0.00335381160021848        10.2821828856578        11.0676361168819        10245.6474167763        9928.64741745186                       1                       1                       1 
      0.600300150075038                    0.15                       0        1.14144146997666        76258.0654080583   1.00000000362749E-015       -4163.36379764083        97161.6339661381       -4163.36379764083         296.48657060209         296.48657060209        267.112243652344                       0     0.00146173123948001  -1.39121070883696E-009       0.490411987453677        12.4093156695158  -1.40764769812872E-005   2.44191570169453E-012                       0                       0                       0   1.83100000867853E-005   8.31034726376768E-005       0.114499499388983        76348.9810807109    -0.00166021314022771        10.2774131121542        11.0676218284226        10245.9470674876         9928.9470681631                       1                       1                       1 
      0.604302151075538                    0.15                       0        1.14143942761697        76198.1641905039   1.00000000362749E-015       -4163.59216703102        97161.4064775505       -4163.59216703102        296.486405999644        296.486405999644        267.112243652344                       0     0.00146040330136283  -1.47228656357464E-009       0.490439264400185        12.3980521251681  -1.41229291453871E-005   1.83831122506868E-012                       0                       0                       0   1.83100000867853E-005   8.31034215891666E-005       0.117057737620297        76288.9950551276   -0.000474573508254636        10.2727371545856        11.0676077756901        10246.2467170959        9929.24671777146                       1                       1                       1 
      0.608304152076038                    0.15                       0        1.14143739152059        76138.5597162089   1.00000000362749E-015       -4163.82056189075        97161.1793995094       -4163.82056189075        296.486241397327        296.486241397327        267.112243652344                       0     0.00145908089221119  -1.56940750735452E-009       0.490466582026509        12.3868397353788  -1.39475760226901E-005   1.10665369390359E-012                       0                       0                       0   1.83100000867853E-005   8.31033888856245E-005       0.118574741045471        76229.3086454569    0.000603098938559225        10.2680811379978        11.0675937730624        10246.5463664699        9929.54636714539                       1                       1                       1 
      0.612306153076538                    0.15                       0        1.14143535542422        76078.9552419139   1.00000000362749E-015       -4164.04895675047        97160.9523214682       -4164.04895675047        296.486076795009        296.486076795009        267.112243652344                       0     0.00145775848305954   -1.6665284511344E-009       0.490493899652832        12.3756273455895   -1.3772222899993E-005    3.7499616273853E-013                       0                       0                       0   1.83100000867853E-005   8.31033561820823E-005       0.120091744470645        76169.6222357862     0.00168077138537306        10.2634251214101        11.0675797704347        10246.8460158438        9929.84601651933                       1                       1                       1 
      0.616308154077039                    0.15                       0        1.14143331932781        76020.1164967273   1.00000000362749E-015       -4164.27613910985         97160.725243427       -4164.27613910985        296.485916650421        296.485916650421        267.112243652344                       0     0.00145645387798806  -1.70881423099176E-009       0.490520803721239         12.364551194861  -1.35311161908839E-005   8.88943957723608E-014                       0                       0                       0   1.83100000867853E-005   8.31032469566617E-005       0.122331628611026        76110.7666022037     0.00248931428269349        10.2588220402455        11.0675660464145        10247.1456652177        9930.14566589326                       1                       1                       1 
      0.620310155077539                    0.15                       0        1.14143128323144        75962.0828406348   1.00000000362749E-015       -4164.50204664567        97160.4981653858       -4164.50204664567        296.485761192677        296.485761192677        267.112243652344                       0      0.0014551679921523  -1.69344612114173E-009       0.490547272974074        12.3536182860895  -1.32208721304953E-005   2.71253379101084E-013                       0                       0                       0   1.83100000867853E-005   8.31030572761172E-005       0.125331535312268        76052.7844483473     0.00301489421685657        10.2542746154643        11.0675526153226        10247.4453145917         9930.4453152672                       1                       1                       1 
      0.624312156078039                    0.15                       0        1.14142924713507        75904.0491845422   1.00000000362749E-015       -4164.72795418149        97160.2710873446       -4164.72795418149        296.485605734933        296.485605734933        267.112243652344                       0     0.00145388210631653  -1.67807801129169E-009       0.490573742226909         12.342685377318  -1.29106280701067E-005   4.53612362429812E-013                       0                       0                       0   1.83100000867853E-005   8.31028675955726E-005        0.12833144201351        75994.8022944909     0.00354047415101967         10.249727190683        11.0675391842308        10247.7449639656        9930.74496464113                       1                       1                       1 
      0.628314157078539                    0.15                       0          1.141427200304        75846.2391769647   1.00000000362749E-015       -4164.95379592352        97160.0443608609       -4164.95379592352        296.485451650951        296.485451650951        267.112243652344                       0      0.0014526017539871  -1.66949490759821E-009       0.490600250405735        12.3318028649281   -1.2813265194137E-005   6.90605871966892E-013                       0                       0                       0   1.83100000867853E-005   8.31026949478948E-005        0.13173450561806        75937.0153007577     0.00397212718005611        10.2451998127107        11.0675257531299        10248.0446135405        9931.04461421598                       1                       1                       1 
