                    7.9                    0.15      0.0385256837891928        1.13739251377837        244.341465586619       0.225767758731928       -4495.91667737859        96829.0831211062       -1040.35942867749        296.523633010376        299.548456263718        4.26239502194075                       0                       0                       0                       0                       0                       0                       0        77.9494664993596   -0.000484844809610862      0.0186559382150593   1.83100000867853E-005      0.0273441643093849     -0.0121809539086419        244.492622510001     -0.0142167714107296                       0                       0        1050131.48613194        1008253.34758223                       1                       1                       1 
                    7.9                    0.15      0.0387591727818546        1.13739284605305        243.267189546317       0.225933051005211       -4495.91665231467        96829.0831211062       -1035.29936277126        296.523545766972        299.552799587377        4.23786067736939                       0                       0                       0                       0                       0                       0                       0        78.0065243599033   -0.000481962254795815      0.0188116829601882   1.83100000867853E-005      0.0273818574767364     -0.0120677890665124        243.418414795088      -0.014206597620654                       0                       0        1051632.35185171        1009708.90145123                       1                       1                       1 
                    7.9                    0.15      0.0389926617745163        1.13739317832773        242.192883544741       0.226098353931792       -4495.91661741731        96829.0831211062       -1030.23887894366        296.523458523569        299.557143218331        4.21332633279802                       0                       0                       0                       0                       0                       0                       0        78.0635859079885   -0.000479066763749873      0.0189672916131905   1.83100000867853E-005      0.0274195082184553     -0.0119513386385995        242.344161139553     -0.0142149072832705                       0                       0        1053133.21757149        1011164.45532023                       1                       1                       1 
                    7.9                    0.15      0.0392261507671781        1.13739351060242        241.118577543164       0.226263656858373       -4495.91658251995        96829.0831211062       -1025.17839511606        296.523371280165        299.561486849284        4.18879198822666                       0                       0                       0                       0                       0                       0                       0        78.1206474560736   -0.000476171272703931      0.0191229002661928   1.83100000867853E-005      0.0274571589601743     -0.0118348882106866        241.269907484019      -0.014223216945887                       0                       0        1054634.08329126        1012620.00918922                       1                       1                       1 
                    7.9                    0.15      0.0394596397598399         1.1373938428771        240.044271541588       0.226428959784954       -4495.91654762259        96829.0831211062       -1020.11791128846        296.523284036762        299.565830480238        4.16425764365529                       0                       0                       0                       0                       0                       0                       0        78.1777090041587   -0.000473275781657989      0.0192785089191951   1.83100000867853E-005      0.0274948097018932     -0.0117184377827737        240.195653828485     -0.0142315266085035                       0                       0        1056134.94901104        1014075.56305822                       1                       1                       1 
                    7.9                    0.15      0.0396931287525017        1.13739417515178        238.969965540012       0.226594262711535       -4495.91651272523        96829.0831211061       -1015.05742746087        296.523196793358        299.570174111192        4.13972329908393                       0                       0                       0                       0                       0                       0                       0        78.2347705522439   -0.000470380290612047      0.0194341175721974   1.83100000867853E-005      0.0275324604436122     -0.0116019873548609        239.121400172951       -0.01423983627112                       0                       0        1057635.81473081        1015531.11692722                       1                       1                       1 
                    7.9                    0.15      0.0399266177451634        1.13739450742646        237.895659538435       0.226759565638116       -4495.91647782786        96829.0831211062       -1009.99694363327        296.523109549955        299.574517742145        4.11518895451257                       0                       0                       0                       0                       0                       0                       0         78.291832100329   -0.000467484799566105      0.0195897262251997   1.83100000867853E-005      0.0275701111853311      -0.011485536926948        238.047146517417     -0.0142481459337365                       0                       0        1059136.68045058        1016986.67079621                       1                       1                       1 
                    7.9                    0.15      0.0401601067378252        1.13739483970114        236.821353536859       0.226924868564697        -4495.9164429305        96829.0831211062       -1004.93645980567        296.523022306551        299.578861373099         4.0906546099412                       0                       0                       0                       0                       0                       0                       0        78.3488936484142   -0.000464589308520163      0.0197453348782021   1.83100000867853E-005        0.02760776192705     -0.0113690864990351        236.972892861882      -0.014256455596353                       0                       0        1060637.54617036        1018442.22466521                       1                       1                       1 
                    7.9                    0.15       0.040393595730487        1.13739517372212        235.887796646872       0.227081406069713       -4495.91641044201        96829.0831211062       -1000.10013397712        296.522936571982        299.583008079457         4.0695056934913                       0                       0                       0                       0                       0                       0                       0        78.4029287695314   -0.000462128015852722      0.0199066399829863   1.83100000867853E-005      0.0276296079041962     -0.0112840842294464         236.03935085531     -0.0143165563058292                       0                       0        1062034.81139486        1019797.30578722                       1                       1                       1 
                    7.9                    0.15      0.0406270847231488        1.13739550794416        234.970445503552       0.227236934330687       -4495.91637823087        96829.0831211062       -995.289617531727         296.52285101114        299.587132112071        4.04874657269361                       0                       0                       0                       0                       0                       0                       0        78.4566154301241   -0.000459716717483773      0.0200686009738142   1.83100000867853E-005      0.0276496341325799     -0.0112027027597396        235.122010281271     -0.0143826201766317                       0                       0        1063420.14813611        1021140.81855257                       1                       1                       1 
                    7.9                    0.15      0.0408605737158105         1.1373958421662        234.053094360232       0.227392462591661       -4495.91634601973        96829.0831211062       -990.479101086337        296.522765450297        299.591256144685        4.02798745189592                       0                       0                       0                       0                       0                       0                       0        78.5103020907167   -0.000457305419114824       0.020230561964642   1.83100000867853E-005      0.0276696603609635     -0.0111213212900327        234.204669707231     -0.0144486840474342                       0                       0        1064805.48487737        1022484.33131792                       1                       1                       1 
                    7.9                    0.15      0.0410940627084723        1.13739617638824        233.135743216912       0.227547990852635       -4495.91631380859        96829.0831211062       -985.668584640948        296.522679889455        299.595380177299        4.00722833109824                       0                       0                       0                       0                       0                       0                       0        78.5639887513094   -0.000454894120745875      0.0203925229554699   1.83100000867853E-005      0.0276896865893472     -0.0110399398203259        233.287329133192     -0.0145147479182366                       0                       0        1066190.82161862        1023827.84408327                       1                       1                       1 
                    7.9                    0.15      0.0413275517011341        1.13739651061028        232.218392073592       0.227703519113608       -4495.91628159744        96829.0831211062       -980.858068195559        296.522594328612        299.599504209912        3.98646921030055                       0                       0                       0                       0                       0                       0                       0        78.6176754119021   -0.000452482822376926      0.0205544839462978   1.83100000867853E-005      0.0277097128177308      -0.010958558350619        232.369988559152     -0.0145808117890391                       0                       0        1067576.15835988        1025171.35684862                       1                       1                       1 
                    7.9                    0.15      0.0415610406937959        1.13739684483232        231.301040930272       0.227859047374582        -4495.9162493863        96829.0831211062        -976.04755175017        296.522508767769        299.603628242526        3.96571008950286                       0                       0                       0                       0                       0                       0                       0        78.6713620724947   -0.000450071524007977      0.0207164449371256   1.83100000867853E-005      0.0277297390461145     -0.0108771768809122        231.452647985113     -0.0146468756598416                       0                       0        1068961.49510113        1026514.86961397                       1                       1                       1 
                    7.9                    0.15      0.0417945296864576        1.13739717905437        230.383689786952       0.228014575635556       -4495.91621717516        96829.0831211062        -971.23703530478        296.522423206927         299.60775227514        3.94495096870517                       0                       0                       0                       0                       0                       0                       0        78.7250487330874   -0.000447660225639027      0.0208784059279535   1.83100000867853E-005      0.0277497652744981     -0.0107957954112053        230.535307411073     -0.0147129395306441                       0                       0        1070346.83184238        1027858.38237932                       1                       1                       1 
                    7.9                    0.15      0.0420280186791194        1.13739751476306        229.466383172013       0.228170090144943       -4495.91620932143        96829.0831211062       -966.427082124387          296.5223372655        299.611875927169        3.92419184790748                       0                       0                       0                       0                       0                       0                       0        78.7787305412282   -0.000445231845220846      0.0210401746985435   1.83100000867853E-005      0.0277698506672256     -0.0107213461814472        229.618040480126      -0.014787164375874                       0                       0        1071732.16858364        1029201.89514468                       1                       1                       1 
                    7.9                    0.15      0.0422615076717812        1.13739784898511        228.549032028693       0.228325618405917       -4495.91617711029        96829.0831211062       -961.616565678998        296.522251704657        299.615999959783        3.90343272710979                       0                       0                       0                       0                       0                       0                       0        78.8324172018209   -0.000442820546851897      0.0212021356893714   1.83100000867853E-005      0.0277898768956093     -0.0106399647117404        228.700699906087     -0.0148532282466765                       0                       0        1073117.50532489        1030545.40791003                       1                       1                       1 
                    7.9                    0.15       0.042494996664443        1.13739818320715        227.631680885373       0.228481146666891       -4495.91614489915        96829.0831211062       -956.806049233608        296.522166143814        299.620123992397         3.8826736063121                       0                       0                       0                       0                       0                       0                       0        78.8861038624135   -0.000440409248482948      0.0213640966801993   1.83100000867853E-005      0.0278099031239929     -0.0105585832420335        227.783359332047      -0.014919292117479                       0                       0        1074502.84206615        1031888.92067538                       1                       1                       1 
                    7.9                    0.15      0.0427284856571047        1.13739851742919        226.714329742053       0.228636674927865       -4495.91611268801        96829.0831211062       -951.995532788219        296.522080582972        299.624248025011        3.86191448551442                       0                       0                       0                       0                       0                       0                       0        78.9397905230062   -0.000437997950113999      0.0215260576710271   1.83100000867853E-005      0.0278299293523766     -0.0104772017723267        226.866018758008     -0.0149853559882815                       0                       0         1075888.1788074        1033232.43344073                       1                       1                       1 
                    7.9                    0.15      0.0429619746497665        1.13739885165123        225.796978598733       0.228792203188839       -4495.91608047687        96829.0831211062        -947.18501634283        296.521995022129        299.628372057624        3.84115536471673                       0                       0                       0                       0                       0                       0                       0        78.9934771835988    -0.00043558665174505       0.021688018661855   1.83100000867853E-005      0.0278499555807602     -0.0103958203026198        225.948678183968      -0.015051419859084                       0                       0        1077273.51554865        1034575.94620608                       1                       1                       1 
                    7.9                    0.15      0.0431954636424283        1.13739918587327        224.879627455413       0.228947731449813       -4495.91604826572        96829.0831211062       -942.374499897441        296.521909461287        299.632496090238        3.82039624391904                       0                       0                       0                       0                       0                       0                       0        79.0471638441915   -0.000433175353376101      0.0218499796526829   1.83100000867853E-005      0.0278699818091439      -0.010314438832913        225.031337609929     -0.0151174837298864                       0                       0        1078658.85228991        1035919.45897143                       1                       1                       1 
                    7.9                    0.15      0.0434289526350901        1.13739952009531        223.962276312093       0.229103259710787       -4495.91601605458        96829.0831211062       -937.563983452052        296.521823900444        299.636620122852        3.79963712312135                       0                       0                       0                       0                       0                       0                       0        79.1008505047841   -0.000430764055007152      0.0220119406435107   1.83100000867853E-005      0.0278900080375275     -0.0102330573632061        224.113997035889     -0.0151835476006889                       0                       0        1080044.18903116        1037262.97173678                       1                       1                       1 
                    7.9                    0.15      0.0436624416277518        1.13739985431735        223.044925168773       0.229258787971761       -4495.91598384344        96829.0831211062       -932.753467006662        296.521738339601        299.640744155466        3.77887800232366                       0                       0                       0                       0                       0                       0                       0        79.1545371653768   -0.000428352756638203      0.0221739016343386   1.83100000867853E-005      0.0279100342659112     -0.0101516758934993         223.19665646185     -0.0152496114714914                       0                       0        1081429.52577242        1038606.48450214                       1                       1                       1 
                    7.9                    0.15      0.0438959306204136        1.13740018844749        222.222968269302       0.229407626716776       -4495.91593149493        96829.0832967406       -928.114937474717        296.521652116213        299.644717215913        3.76047114514388                       0                       0                       0                       0                       0                       0                       0        79.2059141360016   -0.000426176472732382      0.0223416745031403   1.83100000867853E-005      0.0279167072872865     -0.0100520234266435        222.374736292732     -0.0152916029619168                       0                       0        1082736.72303411        1039874.21685602                       1                       1                       1 
                    7.9                    0.15      0.0441294196130754          1.137400522545         221.43488116709       0.229554090344146       -4495.91587199652        96829.0835347343       -923.537472024532        296.521565657588        299.648636673587        3.74289946092569                       0                       0                       0                       0                       0                       0                       0        79.2564710494764   -0.000424083632422953       0.022511510884157   1.83100000867853E-005      0.0279186392424521    -0.00994588394448428        221.586695208821     -0.0153250481767158                       0                       0        1084016.17681497        1041115.04331798                       1                       1                       1 
                    7.9                    0.15      0.0443629086057371        1.13740085664251        220.646794064878       0.229700553971515       -4495.91581249812        96829.0837727279       -918.960006574347        296.521479198963        299.652556131261        3.72532777670751                       0                       0                       0                       0                       0                       0                       0        79.3070279629512   -0.000421990792113523      0.0226813472651737   1.83100000867853E-005      0.0279205711976177      -0.009839744462325         220.79865412491     -0.0153584933915148                       0                       0        1085295.63059584        1042355.86977994                       1                       1                       1 
                    7.9                    0.15      0.0445963975983989        1.13740119074002        219.858706962667       0.229847017598885       -4495.91575299971        96829.0840107216       -914.382541124162        296.521392740338        299.656475588934        3.70775609248932                       0                       0                       0                       0                       0                       0                       0         79.357584876426   -0.000419897951804093      0.0228511836461904   1.83100000867853E-005      0.0279225031527833    -0.00973360498016573        220.010613040999     -0.0153919386063137                       0                       0        1086575.08437671         1043596.6962419                       1                       1                       1 
                    7.9                    0.15      0.0448298865910607        1.13740152483753        219.070619860455       0.229993481226255        -4495.9156935013        96829.0842487152       -909.805075673976        296.521306281713        299.660395046608        3.69018440827114                       0                       0                       0                       0                       0                       0                       0        79.4081417899008   -0.000417805111494664      0.0230210200272071   1.83100000867853E-005      0.0279244351079489    -0.00962746549800645        219.222571957088     -0.0154253838211127                       0                       0        1087854.53815758        1044837.52270386                       1                       1                       1 
                    7.9                    0.15      0.0450633755837225        1.13740185893504        218.282532758244       0.230139944853625       -4495.91563400289        96829.0844867088       -905.227610223792        296.521219823088        299.664314504282        3.67261272405295                       0                       0                       0                       0                       0                       0                       0        79.4586987033756   -0.000415712271185234      0.0231908564082238   1.83100000867853E-005      0.0279263670631144    -0.00952132601584718        218.434530873177     -0.0154588290359116                       0                       0        1089133.99193845        1046078.34916582                       1                       1                       1 
                    7.9                    0.15      0.0452968645763842        1.13740219303255        217.494445656032       0.230286408480995       -4495.91557450448        96829.0847247024       -900.650144773606        296.521133364463        299.668233961955        3.65504103983477                       0                       0                       0                       0                       0                       0                       0        79.5092556168504   -0.000413619430875805      0.0233606927892405   1.83100000867853E-005        0.02792829901828     -0.0094151865336879        217.646489789266     -0.0154922742507106                       0                       0        1090413.44571932        1047319.17562778                       1                       1                       1 
                    7.9                    0.15       0.045530353569046        1.13740252713006         216.70635855382       0.230432872108365       -4495.91551500607        96829.0849626961       -896.072679323421        296.521046905837        299.672153419629        3.63746935561658                       0                       0                       0                       0                       0                       0                       0        79.5598125303252   -0.000411526590566375      0.0235305291702573   1.83100000867853E-005      0.0279302309734456    -0.00930904705152863        216.858448705354     -0.0155257194655095                       0                       0        1091692.89950018        1048560.00208974                       1                       1                       1 
                    7.9                    0.15      0.0457638425617078        1.13740285825426         215.91828439148        0.23057932049749       -4495.91547986507        96829.0851032601       -891.495828897718        296.520960827797        299.676072116134         3.6198976713984                       0                       0                       0                       0                       0                       0                       0        79.6103643059099   -0.000409422688156476      0.0237002793715661   1.83100000867853E-005      0.0279322292707259    -0.00920254632308191        216.070393730111     -0.0155594953223466                       0                       0        1092972.35328105         1049800.8285517                       1                       1                       1 
                    7.9                    0.15      0.0459973315543696        1.13740319235177        215.130197289269        0.23072578412486       -4495.91542036666        96829.0853412538       -886.918363447533        296.520874369172        299.679991573808        3.60232598718021                       0                       0                       0                       0                       0                       0                       0        79.6609212193847   -0.000407329847847047      0.0238701157525828   1.83100000867853E-005      0.0279341612258915    -0.00909640684092263          215.2823526462     -0.0155929405371456                       0                       0        1094251.80706192        1051041.65501366                       1                       1                       1 
                    7.9                    0.15      0.0462308205470313        1.13740352644928        214.342110187057        0.23087224775223       -4495.91536086825        96829.0855792474       -882.340897997348        296.520787910546        299.683911031481        3.58475430296203                       0                       0                       0                       0                       0                       0                       0        79.7114781328595   -0.000405237007537617      0.0240399521335995   1.83100000867853E-005      0.0279360931810571    -0.00899026735876335        214.494311562288     -0.0156263857519445                       0                       0        1095531.26084279        1052282.48147562                       1                       1                       1 
                    7.9                    0.15      0.0464643095396931        1.13740386054679        213.554023084845         0.2310187113796       -4495.91530136984         96829.085817241       -877.763432547163        296.520701451921        299.687830489155        3.56718261874384                       0                       0                       0                       0                       0                       0                       0        79.7620350463343   -0.000403144167228188      0.0242097885146162   1.83100000867853E-005      0.0279380251362227    -0.00888412787660408        213.706270478377     -0.0156598309667435                       0                       0        1096810.71462366        1053523.30793758                       1                       1                       1 
                    7.9                    0.15      0.0466977985323549         1.1374041946443        212.765935982634        0.23116517500697       -4495.91524187143        96829.0860552347       -873.185967096978        296.520614993296        299.691749946829        3.54961093452566                       0                       0                       0                       0                       0                       0                       0        79.8125919598092   -0.000401051326918758       0.024379624895633   1.83100000867853E-005      0.0279399570913882    -0.00877798839444481        212.918229394466     -0.0156932761815424                       0                       0        1098090.16840453        1054764.13439954                       1                       1                       1 
                    7.9                    0.15      0.0469312875250167        1.13740452874181        211.977848880422        0.23131163863434       -4495.91518237303        96829.0862932283       -868.608501646793        296.520528534671        299.695669404502        3.53203925030747                       0                       0                       0                       0                       0                       0                       0        79.8631488732839   -0.000398958486609329      0.0245494612766497   1.83100000867853E-005      0.0279418890465538    -0.00867184891228553        212.130188310555     -0.0157267213963414                       0                       0        1099369.62218539         1056004.9608615                       1                       1                       1 
                    7.9                    0.15      0.0471647765176785        1.13740486283932        211.189761778211       0.231458102261709       -4495.91512287462        96829.0865312219       -864.031036196608        296.520442076046        299.699588862176        3.51446756608928                       0                       0                       0                       0                       0                       0                       0        79.9137057867588   -0.000396865646299899      0.0247192976576664   1.83100000867853E-005      0.0279438210017194    -0.00856570943012626        211.342147226644     -0.0157601666111404                       0                       0        1100649.07596626        1057245.78732346                       1                       1                       1 
                    7.9                    0.15      0.0473982655103402        1.13740519693683        210.401674675999       0.231604565889079       -4495.91506337621        96829.0867692155       -859.453570746423        296.520355617421         299.70350831985         3.4968958818711                       0                       0                       0                       0                       0                       0                       0        79.9642627002336    -0.00039477280599047      0.0248891340386831   1.83100000867853E-005       0.027945752956885    -0.00845956994796698        210.554106142733     -0.0157936118259393                       0                       0        1101928.52974713        1058486.61378542                       1                       1                       1 
                    7.9                    0.15       0.047631754503002        1.13740553152415        209.647754112368       0.231748283983249       -4495.91500980702        96829.0869299265       -854.947177424988        296.520268777312        299.707365001768        3.48019728437972                       0                       0                       0                       0                       0                       0                       0        80.0138714870479   -0.000392776244687555      0.0250613359850894   1.83100000867853E-005      0.0279416815299345    -0.00835870885144147        209.800262687224     -0.0158126771732649                       0                       0        1103176.47152333        1059696.87960514                       1                       1                       1 
                    7.9                    0.15      0.0478652434956638        1.13740586713004        208.964883639515        0.23188629267892       -4495.91496856776        96829.0869299266       -850.588580205328        296.520181143901        299.711091140064         3.4653142905168                       0                       0                       0                       0                       0                       0                       0        80.0615086229914   -0.000390979901018267      0.0252384571882395   1.83100000867853E-005      0.0279251259337571     -0.0082688245205786        209.117533974302     -0.0158018391216952                       0                       0        1104358.88337191        1060843.59387696                       1                       1                       1 
                    7.9                    0.15      0.0480987324883256        1.13740620273594        208.282013166662       0.232024301374591       -4495.91492732851        96829.0869299265       -846.229982985668        296.520093510489        299.714817278361        3.45043129665389                       0                       0                       0                       0                       0                       0                       0        80.1091457589349   -0.000389183557348979      0.0254155783913896   1.83100000867853E-005      0.0279085703375798    -0.00817894018971573         208.43480526138     -0.0157910010701256                       0                       0        1105541.29522049        1061990.30814878                       1                       1                       1 
                    7.9                    0.15      0.0483322214809873        1.13740653834184        207.599142693809       0.232162310070262       -4495.91488608926        96829.0869299265       -841.871385766007        296.520005877077        299.718543416657        3.43554830279097                       0                       0                       0                       0                       0                       0                       0        80.1567828948785   -0.000387387213679691      0.0255926995945397   1.83100000867853E-005      0.0278920147414025    -0.00808905585885285        207.752076548458     -0.0157801630185559                       0                       0        1106723.70706907        1063137.02242059                       1                       1                       1 
                    7.9                    0.15      0.0485657104736491        1.13740687394773        206.916272220956       0.232300318765933       -4495.91484485001        96829.0869299266       -837.512788546347        296.519918243666        299.722269554953        3.42066530892805                       0                       0                       0                       0                       0                       0                       0        80.2044200308221   -0.000385590870010403      0.0257698207976898   1.83100000867853E-005      0.0278754591452252    -0.00799917152798999        207.069347835536     -0.0157693249669862                       0                       0        1107906.11891764        1064283.73669241                       1                       1                       1 
                    7.9                    0.15      0.0487991994663109        1.13740720955363        206.233401748104       0.232438327461604       -4495.91480361075        96829.0869299266       -833.154191326687        296.519830610254         299.72599569325        3.40578231506514                       0                       0                       0                       0                       0                       0                       0        80.2520571667656   -0.000383794526341114      0.0259469420008399   1.83100000867853E-005      0.0278589035490479    -0.00790928719712712        206.386619122613     -0.0157584869154165                       0                       0        1109088.53076622        1065430.45096422                       1                       1                       1 
                    7.9                    0.15      0.0490326884589726        1.13740754515952        205.550531275251       0.232576336157275        -4495.9147623715        96829.0869299265       -828.795594107027        296.519742976842        299.729721831546        3.39089932120222                       0                       0                       0                       0                       0                       0                       0        80.2996943027091   -0.000381998182671826      0.0261240632039901   1.83100000867853E-005      0.0278423479528705    -0.00781940286626425        205.703890409691     -0.0157476488638468                       0                       0         1110270.9426148        1066577.16523604                       1                       1                       1 
                    7.9                    0.15      0.0492661774516344        1.13740788076542        204.867660802398       0.232714344852946       -4495.91472113225        96829.0869299265       -824.436996887366        296.519655343431        299.733447969843        3.37601632733931                       0                       0                       0                       0                       0                       0                       0        80.3473314386527   -0.000380201839002538      0.0263011844071402   1.83100000867853E-005      0.0278257923566932    -0.00772951853540138        205.021161696769     -0.0157368108122771                       0                       0        1111453.35446338        1067723.87950785                       1                       1                       1 
                    7.9                    0.15      0.0494996664442962        1.13740821637132        204.184790329545       0.232852353548617         -4495.914679893        96829.0869299265       -820.078399667706        296.519567710019        299.737174108139        3.36113333347639                       0                       0                       0                       0                       0                       0                       0        80.3949685745962    -0.00037840549533325      0.0264783056102903   1.83100000867853E-005      0.0278092367605159    -0.00763963420453851        204.338432983847     -0.0157259727607074                       0                       0        1112635.76631195        1068870.59377967                       1                       1                       1 
                    7.9                    0.15       0.049733155436958        1.13740855197721        203.502024898002       0.232990347006043        -4495.9146569218        96829.0869299265       -815.720420517203        296.519480076607        299.740899865851        3.34625033961348                       0                       0                       0                       0                       0                       0                       0        80.4426004775035   -0.000376598504782435       0.026655181538094   1.83100000867853E-005      0.0277927551488047    -0.00754564522246165        203.655851176524     -0.0157190121339631                       0                       0        1113818.17816053        1070017.30805149                       1                       1                       1 
                    7.9                    0.15      0.0499666444296198        1.13740888758311         202.81915442515       0.233128355701714       -4495.91461568255        96829.0869299266       -811.361823297543        296.519392443196        299.744626004148        3.33136734575056                       0                       0                       0                       0                       0                       0                       0        80.4902376134471   -0.000374802161113147      0.0268323027412441   1.83100000867853E-005      0.0277761995526274    -0.00745576089159878        202.973122463602     -0.0157081740823934                       0                       0        1115000.59000911         1071164.0223233                       1                       1                       1 
                    7.9                    0.15      0.0502001334222815        1.13740922318901        202.136283952297       0.233266364397386       -4495.91457444329        96829.0869299265       -807.003226077883        296.519304809784        299.748352142444        3.31648435188765                       0                       0                       0                       0                       0                       0                       0        80.5378747493906   -0.000373005817443859      0.0270094239443942   1.83100000867853E-005      0.0277596439564501    -0.00736587656073591         202.29039375068     -0.0156973360308237                       0                       0        1116183.00185769        1072310.73659512                       1                       1                       1 
                    7.9                    0.15      0.0504336224149433         1.1374095587949        201.453413479444       0.233404373093057       -4495.91453320404        96829.0869299265       -802.644628858222        296.519217176373         299.75207828074        3.30160135802473                       0                       0                       0                       0                       0                       0                       0        80.5855118853341    -0.00037120947377457      0.0271865451475443   1.83100000867853E-005      0.0277430883602728    -0.00727599222987304        201.607665037758      -0.015686497979254                       0                       0        1117365.41370626        1073457.45086693                       1                       1                       1 
                    7.9                    0.15      0.0506671114076051         1.1374098944008        200.770543006591       0.233542381788727       -4495.91449196479        96829.0869299265       -798.286031638562        296.519129542961        299.755804419037        3.28671836416182                       0                       0                       0                       0                       0                       0                       0        80.6331490212777   -0.000369413130105282      0.0273636663506945   1.83100000867853E-005      0.0277265327640955    -0.00718610789901017        200.924936324836     -0.0156756599276843                       0                       0        1118547.82555484        1074604.16513875                       1                       1                       1 
                    7.9                    0.15      0.0509006004002668        1.13741023000669        200.087672533738       0.233680390484399       -4495.91445072553        96829.0869299265       -793.927434418902        296.519041909549        299.759530557333         3.2718353702989                       0                       0                       0                       0                       0                       0                       0        80.6807861572212   -0.000367616786435994      0.0275407875538446   1.83100000867853E-005      0.0277099771679181     -0.0070962235681473        200.242207611913     -0.0156648218761146                       0                       0        1119730.23740342        1075750.87941057                       1                       1                       1 
                    7.9                    0.15      0.0511340893929286        1.13741056561259        199.404802060886        0.23381839918007       -4495.91440948628        96829.0869299266       -789.568837199242        296.518954276138         299.76325669563        3.25695237643599                       0                       0                       0                       0                       0                       0                       0        80.7284232931648   -0.000365820442766706      0.0277179087569947   1.83100000867853E-005      0.0276934215717408    -0.00700633923728443        199.559478898991      -0.015653983824545                       0                       0          1120912.649252        1076897.59368238                       1                       1                       1 
                    7.9                    0.15      0.0513675783855904        1.13741090121849        198.721931588033       0.233956407875741       -4495.91436824703        96829.0869299266       -785.210239979582        296.518866642726        299.766982833926        3.24206938257307                       0                       0                       0                       0                       0                       0                       0        80.7760604291084   -0.000364024099097418      0.0278950299601448   1.83100000867853E-005      0.0276768659755635    -0.00691645490642157        198.876750186069     -0.0156431457729753                       0                       0        1122095.06110058         1078044.3079542                       1                       1                       1 
